"LNGS Time","PUR_TE281_TFEOUTLET.PI","PUR_TE274_TPURITYMONITOR.PI","PUR_DPT288_PMON_A.PI"
"2020-02-08 11:18:25",-89.1950836181641,-89.3110504150391,52.2029495239258
"2020-02-08 11:18:35",-89.1767730712891,-89.3110504150391,49.9665832519531
"2020-02-08 11:18:45",-89.1889801025391,-89.3232574462891,49.9568176269531
"2020-02-08 11:18:55",-89.1706695556641,-89.3110504150391,51.7390747070313
"2020-02-08 11:19:05",-89.1767730712891,-89.3110504150391,50.3327941894531
"2020-02-08 11:19:15",-89.1706695556641,-89.3232574462891,51.3337898254395
"2020-02-08 11:19:25",-89.1889801025391,-89.3049468994141,51.0652351379395
"2020-02-08 11:19:35",-89.1767730712891,-89.3110504150391,49.6638488769531
"2020-02-08 11:19:45",-89.1767730712891,-89.3049468994141,50.3572082519531
"2020-02-08 11:19:55",-89.1706695556641,-89.3049468994141,52.1052932739258
"2020-02-08 11:20:05",-89.1645660400391,-89.3049468994141,51.1775398254395
"2020-02-08 11:20:15",-89.1645660400391,-89.3049468994141,52.5691604614258
"2020-02-08 11:20:25",-89.1767730712891,-89.2988433837891,51.2751960754395
"2020-02-08 11:20:35",-89.1523590087891,-89.2988433837891,51.5779304504395
"2020-02-08 11:20:45",-89.1645660400391,-89.2805328369141,50.5427627563477
"2020-02-08 11:20:55",-89.1523590087891,-89.2805328369141,51.4216804504395
"2020-02-08 11:21:05",-89.1462554931641,-89.2805328369141,49.1023063659668
"2020-02-08 11:21:15",-89.1523590087891,-89.2805328369141,50.4206848144531
"2020-02-08 11:21:25",-89.1645660400391,-89.2866363525391,50.4304504394531
"2020-02-08 11:21:35",-89.1523590087891,-89.2866363525391,51.2996101379395
"2020-02-08 11:21:45",-89.1462554931641,-89.2805328369141,51.6023445129395
"2020-02-08 11:21:55",-89.1462554931641,-89.2805328369141,50.7234268188477
"2020-02-08 11:22:05",-89.1462554931641,-89.2866363525391,53.6287498474121
"2020-02-08 11:22:15",-89.1401519775391,-89.2866363525391,49.0632438659668
"2020-02-08 11:22:25",-89.1462554931641,-89.2866363525391,50.3083801269531
"2020-02-08 11:22:35",-89.1462554931641,-89.2866363525391,48.4431266784668
"2020-02-08 11:22:45",-89.1462554931641,-89.2805328369141,50.8113288879395
"2020-02-08 11:22:55",-89.1401519775391,-89.2866363525391,51.4314460754395
"2020-02-08 11:23:05",-89.1401519775391,-89.2866363525391,50.5037002563477
"2020-02-08 11:23:15",-89.1401519775391,-89.2805328369141,50.3962707519531
"2020-02-08 11:23:25",-89.1401519775391,-89.2805328369141,51.4216804504395
"2020-02-08 11:23:35",-89.1401519775391,-89.2805328369141,50.7234268188477
"2020-02-08 11:23:45",-89.1279449462891,-89.2988433837891,50.6257705688477
"2020-02-08 11:23:55",-89.1462554931641,-89.2866363525391,50.5671768188477
"2020-02-08 11:24:05",-89.1462554931641,-89.2988433837891,51.2263679504395
"2020-02-08 11:24:15",-89.1401519775391,-89.3049468994141,50.6257705688477
"2020-02-08 11:24:25",-89.1523590087891,-89.3110504150391,51.1384773254395
"2020-02-08 11:24:35",-89.1645660400391,-89.3232574462891,48.8923454284668
"2020-02-08 11:24:45",-89.1645660400391,-89.3232574462891,51.3728523254395
"2020-02-08 11:24:55",-89.1645660400391,-89.3293609619141,51.0310554504395
"2020-02-08 11:25:05",-89.1706695556641,-89.3293609619141,49.9079895019531
"2020-02-08 11:25:15",-89.1706695556641,-89.3476715087891,49.8933410644531
"2020-02-08 11:25:25",-89.1767730712891,-89.3537750244141,51.4705085754395
"2020-02-08 11:25:35",-89.1767730712891,-89.3537750244141,51.9832153320313
"2020-02-08 11:25:45",-89.1889801025391,-89.3598785400391,49.5515441894531
"2020-02-08 11:25:55",-89.2011871337891,-89.3720855712891,51.6414070129395
"2020-02-08 11:26:05",-89.2011871337891,-89.3781890869141,51.0066413879395
"2020-02-08 11:26:15",-89.2011871337891,-89.3964996337891,50.2742004394531
"2020-02-08 11:26:25",-89.2194976806641,-89.3964996337891,51.9099731445313
"2020-02-08 11:26:35",-89.2133941650391,-89.4087066650391,48.6482048034668
"2020-02-08 11:26:45",-89.2256011962891,-89.4087066650391,49.6492004394531
"2020-02-08 11:26:55",-89.2256011962891,-89.4209136962891,51.4216804504395
"2020-02-08 11:27:05",-89.2256011962891,-89.4209136962891,50.6745986938477
"2020-02-08 11:27:15",-89.2439117431641,-89.4453277587891,50.7966804504395
"2020-02-08 11:27:25",-89.2500152587891,-89.4514312744141,50.8357429504395
"2020-02-08 11:27:35",-89.2622222900391,-89.4636535644531,51.5925788879395
"2020-02-08 11:27:45",-89.2622222900391,-89.4636535644531,51.4314460754395
"2020-02-08 11:27:55",-89.2744293212891,-89.4697570800781,52.6277542114258
"2020-02-08 11:28:05",-89.2805328369141,-89.4636535644531,50.5427627563477
"2020-02-08 11:28:15",-89.2805328369141,-89.4758605957031,50.4548645019531
"2020-02-08 11:28:25",-89.2927398681641,-89.4880676269531,48.9900016784668
"2020-02-08 11:28:35",-89.2988433837891,-89.4880676269531,49.8200988769531
"2020-02-08 11:28:45",-89.2988433837891,-89.4941711425781,50.8943367004395
"2020-02-08 11:28:55",-89.2927398681641,-89.4941711425781,51.3240242004395
"2020-02-08 11:29:05",-89.3049468994141,-89.4941711425781,51.6902351379395
"2020-02-08 11:29:15",-89.3049468994141,-89.4941711425781,51.0798835754395
"2020-02-08 11:29:25",-89.3049468994141,-89.5002746582031,51.5535163879395
"2020-02-08 11:29:35",-89.3171539306641,-89.4941711425781,51.5046882629395
"2020-02-08 11:29:45",-89.3171539306641,-89.5002746582031,49.9324035644531
"2020-02-08 11:29:55",-89.3171539306641,-89.5124816894531,49.8591613769531
"2020-02-08 11:30:05",-89.3232574462891,-89.5002746582031,51.5779304504395
"2020-02-08 11:30:15",-89.3232574462891,-89.5124816894531,50.0788879394531
"2020-02-08 11:30:25",-89.3171539306641,-89.5124816894531,50.5915908813477
"2020-02-08 11:30:35",-89.3293609619141,-89.5185852050781,52.2273635864258
"2020-02-08 11:30:45",-89.3293609619141,-89.5124816894531,51.7244262695313
"2020-02-08 11:30:55",-89.3293609619141,-89.5124816894531,50.6404190063477
"2020-02-08 11:31:05",-89.3415679931641,-89.5124816894531,51.2019538879395
"2020-02-08 11:31:15",-89.3415679931641,-89.5124816894531,50.5671768188477
"2020-02-08 11:31:25",-89.3293609619141,-89.5124816894531,50.4548645019531
"2020-02-08 11:31:35",-89.3293609619141,-89.5124816894531,51.1287117004395
"2020-02-08 11:31:45",-89.3415679931641,-89.5002746582031,50.8210945129395
"2020-02-08 11:31:55",-89.3293609619141,-89.5124816894531,50.9333992004395
"2020-02-08 11:32:05",-89.3293609619141,-89.5124816894531,51.9588012695313
"2020-02-08 11:32:15",-89.3232574462891,-89.4941711425781,51.9441528320313
"2020-02-08 11:32:25",-89.3232574462891,-89.5124816894531,50.2351379394531
"2020-02-08 11:32:35",-89.3232574462891,-89.4941711425781,51.4314460754395
"2020-02-08 11:32:45",-89.3232574462891,-89.4941711425781,50.9675788879395
"2020-02-08 11:32:55",-89.3171539306641,-89.4880676269531,50.5769424438477
"2020-02-08 11:33:05",-89.3171539306641,-89.4880676269531,50.9333992004395
"2020-02-08 11:33:15",-89.3171539306641,-89.4758605957031,51.8220825195313
"2020-02-08 11:33:25",-89.3232574462891,-89.4697570800781,50.6745986938477
"2020-02-08 11:33:35",-89.3232574462891,-89.4697570800781,50.0544738769531
"2020-02-08 11:33:45",-89.3232574462891,-89.4697570800781,51.3337898254395
"2020-02-08 11:33:55",-89.3171539306641,-89.4514312744141,51.2019538879395
"2020-02-08 11:34:05",-89.3171539306641,-89.4514312744141,50.9919929504395
"2020-02-08 11:34:15",-89.3049468994141,-89.4453277587891,49.4538803100586
"2020-02-08 11:34:25",-89.3049468994141,-89.4331207275391,50.3816223144531
"2020-02-08 11:34:35",-89.3049468994141,-89.4331207275391,50.2351379394531
"2020-02-08 11:34:45",-89.3049468994141,-89.4270172119141,50.4939346313477
"2020-02-08 11:34:55",-89.2988433837891,-89.4270172119141,45.8551979064941
"2020-02-08 11:35:05",-89.2744293212891,-89.4209136962891,50.1277160644531
"2020-02-08 11:35:15",-89.2805328369141,-89.4087066650391,50.4060363769531
"2020-02-08 11:35:25",-89.2744293212891,-89.4209136962891,49.8200988769531
"2020-02-08 11:35:35",-89.2744293212891,-89.4087066650391,50.6160049438477
"2020-02-08 11:35:45",-89.2683258056641,-89.4087066650391,49.9568176269531
"2020-02-08 11:35:55",-89.2805328369141,-89.4087066650391,50.3572082519531
"2020-02-08 11:36:05",-89.2622222900391,-89.4087066650391,49.4782943725586
"2020-02-08 11:36:15",-89.2622222900391,-89.4087066650391,50.3572082519531
"2020-02-08 11:36:25",-89.2683258056641,-89.4087066650391,50.8943367004395
"2020-02-08 11:36:35",-89.2622222900391,-89.4087066650391,50.0056457519531
"2020-02-08 11:36:45",-89.2683258056641,-89.4026031494141,50.4304504394531
"2020-02-08 11:36:55",-89.2622222900391,-89.4026031494141,51.6169929504395
"2020-02-08 11:37:05",-89.2622222900391,-89.4087066650391,48.003662109375
"2020-02-08 11:37:15",-89.2500152587891,-89.3964996337891,49.4050521850586
"2020-02-08 11:37:25",-89.2500152587891,-89.3964996337891,52.3250198364258
"2020-02-08 11:37:35",-89.2500152587891,-89.4026031494141,49.8689270019531
"2020-02-08 11:37:45",-89.2500152587891,-89.3964996337891,48.7116813659668
"2020-02-08 11:37:55",-89.2500152587891,-89.3964996337891,50.5183486938477
"2020-02-08 11:38:05",-89.2500152587891,-89.3964996337891,51.3728523254395
"2020-02-08 11:38:15",-89.2500152587891,-89.3964996337891,51.5779304504395
"2020-02-08 11:38:25",-89.2500152587891,-89.3842926025391,50.4060363769531
"2020-02-08 11:38:35",-89.2500152587891,-89.3842926025391,49.3952865600586
"2020-02-08 11:38:45",-89.2439117431641,-89.3842926025391,51.1140632629395
"2020-02-08 11:38:55",-89.2439117431641,-89.3720855712891,50.6013565063477
"2020-02-08 11:39:05",-89.2439117431641,-89.3842926025391,51.1384773254395
"2020-02-08 11:39:15",-89.2500152587891,-89.3781890869141,51.7390747070313
"2020-02-08 11:39:25",-89.2378082275391,-89.3720855712891,49.7712707519531
"2020-02-08 11:39:35",-89.2378082275391,-89.3720855712891,52.1052932739258
"2020-02-08 11:39:45",-89.2378082275391,-89.3720855712891,50.1130676269531
"2020-02-08 11:39:55",-89.2378082275391,-89.3720855712891,51.3337898254395
"2020-02-08 11:40:05",-89.2378082275391,-89.3598785400391,49.4929428100586
"2020-02-08 11:40:15",-89.2256011962891,-89.3598785400391,49.5661926269531
"2020-02-08 11:40:25",-89.2256011962891,-89.3537750244141,49.7468566894531
"2020-02-08 11:40:35",-89.2256011962891,-89.3598785400391,50.8699226379395
"2020-02-08 11:40:45",-89.2378082275391,-89.3598785400391,52.3836135864258
"2020-02-08 11:40:55",-89.2378082275391,-89.3598785400391,50.9431648254395
"2020-02-08 11:41:05",-89.2378082275391,-89.3537750244141,50.6745986938477
"2020-02-08 11:41:15",-89.2378082275391,-89.3537750244141,49.8689270019531
"2020-02-08 11:41:25",-89.2439117431641,-89.3537750244141,48.9411735534668
"2020-02-08 11:41:35",-89.2194976806641,-89.3598785400391,49.7956848144531
"2020-02-08 11:41:45",-89.2378082275391,-89.3781890869141,50.9187507629395
"2020-02-08 11:41:55",-89.2378082275391,-89.3598785400391,51.9197387695313
"2020-02-08 11:42:05",-89.2256011962891,-89.3720855712891,50.1863098144531
"2020-02-08 11:42:15",-89.2256011962891,-89.3720855712891,51.5535163879395
"2020-02-08 11:42:25",-89.2256011962891,-89.3720855712891,51.3337898254395
"2020-02-08 11:42:35",-89.2378082275391,-89.3720855712891,50.2107238769531
"2020-02-08 11:42:45",-89.2194976806641,-89.3720855712891,52.3347854614258
"2020-02-08 11:42:55",-89.2378082275391,-89.3781890869141,51.5046882629395
"2020-02-08 11:43:05",-89.2378082275391,-89.3842926025391,49.9324035644531
"2020-02-08 11:43:15",-89.2439117431641,-89.3964996337891,51.2361335754395
"2020-02-08 11:43:25",-89.2439117431641,-89.3964996337891,50.6257705688477
"2020-02-08 11:43:35",-89.2378082275391,-89.4026031494141,46.3288307189941
"2020-02-08 11:43:45",-89.2439117431641,-89.4026031494141,50.3962707519531
"2020-02-08 11:43:55",-89.2500152587891,-89.4026031494141,50.8113288879395
"2020-02-08 11:44:05",-89.2500152587891,-89.4209136962891,50.1130676269531
"2020-02-08 11:44:15",-89.2622222900391,-89.4087066650391,52.3250198364258
"2020-02-08 11:44:25",-89.2622222900391,-89.4270172119141,50.8357429504395
"2020-02-08 11:44:35",-89.2622222900391,-89.4331207275391,49.4294662475586
"2020-02-08 11:44:45",-89.2683258056641,-89.4331207275391,49.5515441894531
"2020-02-08 11:44:55",-89.2744293212891,-89.4331207275391,51.8953247070313
"2020-02-08 11:45:05",-89.2683258056641,-89.4453277587891,50.3962707519531
"2020-02-08 11:45:15",-89.2805328369141,-89.4331207275391,50.5915908813477
"2020-02-08 11:45:25",-89.2744293212891,-89.4514312744141,51.2996101379395
"2020-02-08 11:45:35",-89.2927398681641,-89.4514312744141,50.4060363769531
"2020-02-08 11:45:45",-89.2744293212891,-89.4514312744141,51.4314460754395
"2020-02-08 11:45:55",-89.2927398681641,-89.4514312744141,49.2732162475586
"2020-02-08 11:46:05",-89.2927398681641,-89.4514312744141,51.5291023254395
"2020-02-08 11:46:15",-89.2988433837891,-89.4636535644531,50.4060363769531
"2020-02-08 11:46:25",-89.2988433837891,-89.4636535644531,49.6247863769531
"2020-02-08 11:46:35",-89.2744293212891,-89.4636535644531,50.8455085754395
"2020-02-08 11:46:45",-89.3049468994141,-89.4636535644531,50.4792861938477
"2020-02-08 11:46:55",-89.2988433837891,-89.4636535644531,50.5037002563477
"2020-02-08 11:47:05",-89.3049468994141,-89.4697570800781,49.9568176269531
"2020-02-08 11:47:15",-89.3049468994141,-89.4697570800781,52.0418167114258
"2020-02-08 11:47:25",-89.3049468994141,-89.4758605957031,50.0056457519531
"2020-02-08 11:47:35",-89.3049468994141,-89.4758605957031,50.4548645019531
"2020-02-08 11:47:45",-89.3049468994141,-89.4880676269531,50.5671768188477
"2020-02-08 11:47:55",-89.3049468994141,-89.4880676269531,50.6404190063477
"2020-02-08 11:48:05",-89.3171539306641,-89.4758605957031,50.2351379394531
"2020-02-08 11:48:15",-89.3232574462891,-89.4758605957031,49.8591613769531
"2020-02-08 11:48:25",-89.3171539306641,-89.4697570800781,49.4538803100586
"2020-02-08 11:48:35",-89.3171539306641,-89.4697570800781,51.2507820129395
"2020-02-08 11:48:45",-89.3171539306641,-89.4636535644531,51.8464965820313
"2020-02-08 11:48:55",-89.3232574462891,-89.4697570800781,49.2976303100586
"2020-02-08 11:49:05",-89.3171539306641,-89.4880676269531,49.6980285644531
"2020-02-08 11:49:15",-89.3232574462891,-89.4697570800781,52.0076293945313
"2020-02-08 11:49:25",-89.3232574462891,-89.4880676269531,51.8367309570313
"2020-02-08 11:49:35",-89.3232574462891,-89.4941711425781,49.5173568725586
"2020-02-08 11:49:45",-89.3232574462891,-89.4941711425781,50.1277160644531
"2020-02-08 11:49:55",-89.3232574462891,-89.4941711425781,51.9929809570313
"2020-02-08 11:50:05",-89.3232574462891,-89.4880676269531,49.5027084350586
"2020-02-08 11:50:15",-89.3232574462891,-89.4880676269531,48.8825798034668
"2020-02-08 11:50:25",-89.3049468994141,-89.5002746582031,50.0056457519531
"2020-02-08 11:50:35",-89.3293609619141,-89.4880676269531,51.6511726379395
"2020-02-08 11:50:45",-89.3415679931641,-89.4941711425781,52.5447463989258
"2020-02-08 11:50:55",-89.3232574462891,-89.4941711425781,47.6472091674805
"2020-02-08 11:51:05",-89.3232574462891,-89.4941711425781,48.2966423034668
"2020-02-08 11:51:15",-89.3232574462891,-89.4880676269531,56.7684478759766
"2020-02-08 11:51:25",-89.3293609619141,-89.4880676269531,57.0467758178711
"2020-02-08 11:51:35",-89.3476715087891,-89.4758605957031,55.484245300293
"2020-02-08 11:51:45",-89.3476715087891,-89.4880676269531,57.5252914428711
"2020-02-08 11:51:55",-89.3415679931641,-89.4941711425781,56.9393463134766
"2020-02-08 11:52:05",-89.3537750244141,-89.4941711425781,59.9911499023438
"2020-02-08 11:52:15",-89.3476715087891,-89.4941711425781,60.1132202148438
"2020-02-08 11:52:25",-89.3537750244141,-89.4941711425781,58.8778495788574
"2020-02-08 11:52:35",-89.3659820556641,-89.5124816894531,58.7313652038574
"2020-02-08 11:52:45",-89.3659820556641,-89.5185852050781,60.0497436523438
"2020-02-08 11:52:55",-89.3659820556641,-89.5124816894531,58.8436698913574
"2020-02-08 11:53:05",-89.3781890869141,-89.5368957519531,61.6366767883301
"2020-02-08 11:53:15",-89.3781890869141,-89.5368957519531,61.3437080383301
"2020-02-08 11:53:25",-89.3903961181641,-89.5368957519531,59.6981811523438
"2020-02-08 11:53:35",-89.3964996337891,-89.5613098144531,61.4315986633301
"2020-02-08 11:53:45",-89.4148101806641,-89.5613098144531,59.0731620788574
"2020-02-08 11:53:55",-89.3964996337891,-89.5674133300781,60.4403686523438
"2020-02-08 11:54:05",-89.4148101806641,-89.5735168457031,62.3837661743164
"2020-02-08 11:54:15",-89.4148101806641,-89.5857238769531,68.5459747314453
"2020-02-08 11:54:25",-89.4270172119141,-89.5857238769531,69.5616149902344
"2020-02-08 11:54:35",-89.4453277587891,-89.5918273925781,70.8799896240234
"2020-02-08 11:54:45",-89.4453277587891,-89.6101379394531,71.8809814453125
"2020-02-08 11:54:55",-89.4697570800781,-89.6223449707031,72.637825012207
"2020-02-08 11:55:05",-89.4819641113281,-89.6345520019531,71.5879974365234
"2020-02-08 11:55:15",-89.4941711425781,-89.6406555175781,70.6602554321289
"2020-02-08 11:55:25",-89.4941711425781,-89.6589660644531,73.0870513916016
"2020-02-08 11:55:35",-89.5307922363281,-89.6711730957031,71.1827239990234
"2020-02-08 11:55:45",-89.5429992675781,-89.6833801269531,71.4170989990234
"2020-02-08 11:55:55",-89.5491027832031,-89.7077941894531,71.7344970703125
"2020-02-08 11:56:05",-89.5552062988281,-89.7138977050781,73.6144104003906
"2020-02-08 11:56:15",-89.5735168457031,-89.7200012207031,72.906379699707
"2020-02-08 11:56:25",-89.5735168457031,-89.7383117675781,74.3321914672852
"2020-02-08 11:56:35",-89.5979309082031,-89.7383117675781,73.4044494628906
"2020-02-08 11:56:45",-89.6040344238281,-89.7444152832031,71.7686767578125
"2020-02-08 11:56:55",-89.6162414550781,-89.7627258300781,69.8545837402344
"2020-02-08 11:57:05",-89.6223449707031,-89.7566223144531,72.330207824707
"2020-02-08 11:57:15",-89.6284484863281,-89.7627258300781,74.1124572753906
"2020-02-08 11:57:25",-89.6284484863281,-89.7871398925781,73.0528717041016
"2020-02-08 11:57:35",-89.6406555175781,-89.7871398925781,72.110481262207
"2020-02-08 11:57:45",-89.6650695800781,-89.7810363769531,72.247200012207
"2020-02-08 11:57:55",-89.6650695800781,-89.7932434082031,72.198371887207
"2020-02-08 11:58:05",-89.6650695800781,-89.7871398925781,73.4532775878906
"2020-02-08 11:58:15",-89.6650695800781,-89.7932434082031,73.1016998291016
"2020-02-08 11:58:25",-89.6772766113281,-89.7871398925781,73.6485900878906
"2020-02-08 11:58:35",-89.6833801269531,-89.8054504394531,72.549934387207
"2020-02-08 11:58:45",-89.6833801269531,-89.8054504394531,72.159309387207
"2020-02-08 11:58:55",-89.6955871582031,-89.7932434082031,71.1973724365234
"2020-02-08 11:59:05",-89.6955871582031,-89.8115539550781,74.4933242797852
"2020-02-08 11:59:15",-89.6955871582031,-89.8115539550781,72.369270324707
"2020-02-08 11:59:25",-89.7016906738281,-89.8176574707031,74.1271057128906
"2020-02-08 11:59:35",-89.7077941894531,-89.8176574707031,71.6368255615234
"2020-02-08 11:59:45",-89.7261047363281,-89.8298645019531,73.1358795166016
"2020-02-08 11:59:55",-89.7261047363281,-89.8359680175781,73.9659729003906
"2020-02-08 12:00:05",-89.7261047363281,-89.8420715332031,76.2120971679688
"2020-02-08 12:00:15",-89.7261047363281,-89.8542785644531,73.4532775878906
"2020-02-08 12:00:25",-89.7322082519531,-89.8542785644531,74.1515197753906
"2020-02-08 12:00:35",-89.7505187988281,-89.8603820800781,73.4679260253906
"2020-02-08 12:00:45",-89.7505187988281,-89.8420715332031,74.6398162841797
"2020-02-08 12:00:55",-89.7505187988281,-89.8542785644531,73.9903869628906
"2020-02-08 12:01:05",-89.7444152832031,-89.8542785644531,74.6886444091797
"2020-02-08 12:01:15",-89.7505187988281,-89.8603820800781,75.1378631591797
"2020-02-08 12:01:25",-89.7566223144531,-89.8603820800781,73.9903869628906
"2020-02-08 12:01:35",-89.7505187988281,-89.8542785644531,73.2970275878906
"2020-02-08 12:01:45",-89.7566223144531,-89.8542785644531,75.3478240966797
"2020-02-08 12:01:55",-89.7505187988281,-89.8542785644531,74.0050354003906
"2020-02-08 12:02:05",-89.7566223144531,-89.8603820800781,73.1602935791016
"2020-02-08 12:02:15",-89.7688293457031,-89.8603820800781,70.7090835571289
"2020-02-08 12:02:25",-89.7688293457031,-89.8603820800781,74.1515197753906
"2020-02-08 12:02:35",-89.7688293457031,-89.8542785644531,74.6886444091797
