time UTC,lifetime,anode_height,cathode_height,drift_time
2021-01-19 05:18:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:20:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:21:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:23:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:25:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:26:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:28:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:30:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:31:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:33:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:35:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:36:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:38:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:40:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:41:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:43:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:45:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:46:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:48:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:50:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:51:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:53:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:55:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:56:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 05:58:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:00:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:01:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:03:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:05:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:06:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:08:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:10:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:11:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:13:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:15:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:16:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:18:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:20:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:21:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:23:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:25:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:26:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:28:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:30:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:31:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:33:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:35:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:36:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:38:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:40:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:41:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:43:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:45:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:46:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:48:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:50:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:51:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:53:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:55:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:56:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 06:58:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:00:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:01:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:03:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:05:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:06:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:08:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:10:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:11:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:13:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:15:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:16:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:18:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:20:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:21:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:23:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:25:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:26:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:28:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:30:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:31:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:33:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:35:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:36:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:38:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:40:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:41:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:43:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:45:00+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:46:40+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:48:20+00:00,-1.0,-1.0,-1.0,-1.0
2021-01-19 07:50:00+00:00,-1.0,-1.0,-1.0,-1.0
