time UTC,venturi_dp,venturi_flow,pt286,pt274,pt273,fv284,fv283,fv275,fv282,fv277,fv278,fv279,fv280
2020-12-09 00:00:00+00:00,52.17853546142578,1.5016636208964753,4.488641022491455,4.635959625244141,3.6442386154174806,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2020-12-09 00:00:10+00:00,52.00762939453125,1.4991718414404733,4.491797207641602,4.6417460441589355,3.6376632694244386,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2020-12-09 00:00:20+00:00,52.26154327392578,1.5028723876045307,4.484695671844483,4.6351704597473145,3.6416086200714113,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2020-12-09 00:00:30+00:00,52.13947296142578,1.5010944568716413,4.486536740112305,4.637274742126465,3.640293503189087,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2020-12-09 00:00:40+00:00,51.54375076293945,1.4923878653741847,4.484695671844483,4.629910469055176,3.640293503189087,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2020-12-09 00:00:50+00:00,52.52033233642578,1.5066347476597095,4.484695671844483,4.637800693511963,3.639767551803589,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2020-12-09 00:01:00+00:00,52.04181671142578,1.4996706134739588,4.487325905609131,4.638589859008789,3.640293503189087,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2020-12-09 00:01:10+00:00,52.84748077392578,1.5113777000516275,4.4904820907592775,4.635959625244141,3.6442386154174806,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2020-12-09 00:01:20+00:00,52.55451202392578,1.5071309696414568,4.49258589630127,4.636485576629639,3.640293503189087,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2020-12-09 00:01:30+00:00,51.88555908203125,1.4973895714249472,4.486536740112305,4.6412200927734375,3.640293503189087,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
