"LNGS Time","PUR_PT275_PPUMPOUTLET.PI","PUR_PT271_PHEOUTLET.PI","PUR_PT276_PPUMPOUTLET.PI","PUR_DPT288_PMON_A.PI","PUR_P271_P271_PUB_FMON.PI","PUR_P272_P272_PUB_FMON.PI","PUR_PCV287SET_AO.PI","PUR_FCV286SET_AO.PI","PUR_TE288_THEOUTLET.PI","PUR_TE273_TPUMPOUTLET.PI"
"2020-02-05 05:00:00",2.0715320110321,2.89477872848511,4.60360765457153,86.3440856933594,0,33,18,26,-96.6292877197266,-94.950798034668
"2020-02-05 05:01:00",2.0715320110321,2.89793491363525,4.60229301452637,85.2210235595703,0,33,18,26,-97.2213287353516,-94.7188491821289
"2020-02-05 05:02:00",2.07416200637817,2.90135407447815,4.61360263824463,84.4886016845703,0,33,18,26,-95.127799987793,-94.8409194946289
"2020-02-05 05:03:00",2.07468795776367,2.90319514274597,4.61544370651245,82.3645401000977,0,33,18,26,-94.8897476196289,-95.005729675293
"2020-02-05 05:04:00",2.07810735702515,2.90135407447815,4.59571743011475,83.7219848632813,0,33,18,26,-95.225456237793,-95.133903503418
"2020-02-05 05:05:00",2.07468795776367,2.90529942512512,4.61675834655762,85.8313751220703,0,33,18,26,-95.8297119140625,-95.408561706543
"2020-02-05 05:06:00",2.07468795776367,2.89740896224976,4.61412858963013,85.3333282470703,0,33,18,26,-96.8246002197266,-95.091178894043
"2020-02-05 05:07:00",2.07416200637817,2.89872407913208,4.62464904785156,82.8039932250977,0,33,18,26,-96.0982666015625,-94.6578140258789
"2020-02-05 05:08:00",2.07416200637817,2.90188002586365,4.60702705383301,85.2454376220703,0,33,18,26,-94.8714370727539,-94.8042984008789
"2020-02-05 05:09:00",2.07416200637817,2.88951849937439,4.60492277145386,85.7581329345703,0,33,18,26,-95.036247253418,-95.005729675293
"2020-02-05 05:10:00",2.0720579624176,2.90661430358887,4.61018323898315,84.6106719970703,0,33,18,26,-95.396354675293,-95.402458190918
"2020-02-05 05:11:00",2.07284688949585,2.89083361625671,4.6128134727478,87.369499206543,0,33,18,26,-95.9090576171875,-95.127799987793
"2020-02-05 05:12:00",2.07284688949585,2.89398980140686,4.61807346343994,84.1370391845703,0,33,18,26,-97.2823715209961,-94.7249526977539
"2020-02-05 05:13:00",2.07416200637817,2.88951849937439,4.60045146942139,83.6243286132813,0,33,18,26,-95.8297119140625,-94.7310562133789
"2020-02-05 05:14:00",2.07021689414978,2.89477872848511,4.59440231323242,84.1126251220703,0,33,18,26,-94.926383972168,-95.103385925293
"2020-02-05 05:15:00",2.0754771232605,2.89872407913208,4.61412858963013,85.4407501220703,0,33,18,26,-95.280387878418,-95.408561706543
"2020-02-05 05:16:00",2.0720579624176,2.90003895759583,4.61623239517212,86.563835144043,0,33,18,26,-95.7198486328125,-95.042350769043
"2020-02-05 05:17:00",2.07284688949585,2.89530467987061,4.6128134727478,85.1477813720703,0,33,18,26,-97.1969146728516,-94.7798843383789
"2020-02-05 05:18:00",2.0720579624176,2.88951849937439,4.63069915771484,84.0003051757813,0,33,18,26,-96.1898193359375,-94.7005386352539
