"LNGS Time","PUR_PT275_PPUMPOUTLET.PI","PUR_PT271_PHEOUTLET.PI","PUR_PT276_PPUMPOUTLET.PI","PUR_DPT288_PMON_A.PI","PUR_P271_P271_PUB_FMON.PI","PUR_P272_P272_PUB_FMON.PI","PUR_PCV287SET_AO.PI","PUR_FCV286SET_AO.PI"
"2020-02-08 09:00:00",2.28326153755188,2.83691453933716,4.46157789230347,50.1130676269531,0,33,40,8
"2020-02-08 09:00:10",2.2885217666626,2.82902407646179,4.49656009674072,55.2547454833984,0,33,40,8
"2020-02-08 09:00:20",2.28589153289795,2.83428454399109,4.47157287597656,53.2771759033203,0,33,40,8
"2020-02-08 09:00:30",2.28326153755188,2.821133852005,4.48656463623047,55.9481239318848,0,33,40,8
"2020-02-08 09:00:40",2.2851026058197,2.83296942710876,4.4773588180542,55.2400970458984,0,33,40,8
"2020-02-08 09:00:50",2.28247237205505,2.83033919334412,4.49392890930176,53.3260154724121,0,33,40,8
"2020-02-08 09:01:00",2.28326153755188,2.83481049537659,4.49392890930176,45.6208114624023,0,33,40,8
"2020-02-08 09:01:10",2.28457641601563,2.83349537849426,4.48393440246582,52.5545120239258,0,33,40,8
"2020-02-08 09:01:20",2.28589153289795,2.83086538314819,4.48524951934814,58.4286308288574,0,33,40,8
"2020-02-08 09:01:30",2.28247237205505,2.83033919334412,4.48524951934814,46.5241432189941,0,33,40,8
"2020-02-08 09:01:40",2.28378748893738,2.83296942710876,4.47604370117188,51.5193367004395,0,33,40,8
"2020-02-08 09:01:50",2.28378748893738,2.82428979873657,4.49261379241943,50.7234268188477,0,33,40,8
"2020-02-08 09:02:00",2.28326153755188,2.82823514938354,4.4768328666687,46.8171234130859,0,33,40,8
"2020-02-08 09:02:10",2.2851026058197,2.82376384735107,4.49708604812622,48.5896110534668,0,33,40,8
"2020-02-08 09:02:20",2.28247237205505,2.821133852005,4.48603868484497,47.1589279174805,0,33,40,8
"2020-02-08 09:02:30",2.28457641601563,2.83296942710876,4.49261379241943,50.6013565063477,0,33,40,8
"2020-02-08 09:02:40",2.28457641601563,2.8256049156189,4.48919439315796,51.6414070129395,0,33,40,8
"2020-02-08 09:02:50",2.28378748893738,2.82770919799805,4.4826192855835,50.5915908813477,0,33,40,8
"2020-02-08 09:03:00",2.28457641601563,2.8256049156189,4.4773588180542,48.7116813659668,0,33,40,8
"2020-02-08 09:03:10",2.28457641601563,2.82823514938354,4.49182462692261,49.4197006225586,0,33,40,8
"2020-02-08 09:03:20",2.28326153755188,2.82770919799805,4.48524951934814,56.9002838134766,0,33,40,8
"2020-02-08 09:03:30",2.28247237205505,2.83086538314819,4.48130416870117,48.7946891784668,0,33,40,8
"2020-02-08 09:03:40",2.28115725517273,2.8250789642334,4.49182462692261,48.6970329284668,0,33,40,8
"2020-02-08 09:03:50",2.2851026058197,2.83165431022644,4.4952449798584,55.703971862793,0,33,40,8
"2020-02-08 09:04:00",2.28326153755188,2.83744072914124,4.49182462692261,48.028076171875,0,33,40,8
"2020-02-08 09:04:10",2.2851026058197,2.83033919334412,4.48919439315796,43.0328826904297,0,33,40,8
"2020-02-08 09:04:20",2.2851026058197,2.82376384735107,4.47420263290405,46.7194671630859,0,33,40,8
"2020-02-08 09:04:30",2.2851026058197,2.83218026161194,4.49787521362305,54.1658592224121,0,33,40,8
"2020-02-08 09:04:40",2.28457641601563,2.84085988998413,4.49050951004028,51.0164070129395,0,33,40,8
"2020-02-08 09:04:50",2.2851026058197,2.83612561225891,4.49261379241943,51.9343872070313,0,33,40,8
"2020-02-08 09:05:00",2.28457641601563,2.83165431022644,4.49129867553711,47.4421310424805,0,33,40,8
"2020-02-08 09:05:10",2.28378748893738,2.8256049156189,4.4773588180542,52.2273635864258,0,33,40,8
"2020-02-08 09:05:20",2.28194642066956,2.83349537849426,4.49392890930176,52.9207229614258,0,33,40,8
"2020-02-08 09:05:30",2.28457641601563,2.82428979873657,4.48656463623047,45.2301788330078,0,33,40,8
"2020-02-08 09:05:40",2.28773260116577,2.83428454399109,4.48866844177246,48.198974609375,0,33,40,8
"2020-02-08 09:05:50",2.28773260116577,2.82770919799805,4.4952449798584,56.0946083068848,0,33,40,8
"2020-02-08 09:06:00",2.28326153755188,2.83349537849426,4.4773588180542,48.247802734375,0,33,40,8
"2020-02-08 09:06:10",2.28378748893738,2.82823514938354,4.48603868484497,50.3230285644531,0,33,40,8
"2020-02-08 09:06:20",2.2851026058197,2.83165431022644,4.4957709312439,53.0574493408203,0,33,40,8
"2020-02-08 09:06:30",2.28589153289795,2.83349537849426,4.48472356796265,46.1823463439941,0,33,40,8
"2020-02-08 09:06:40",2.28378748893738,2.82034468650818,4.4773588180542,50.6892471313477,0,33,40,8
"2020-02-08 09:06:50",2.2851026058197,2.83165431022644,4.47288751602173,54.2293472290039,0,33,40,8
"2020-02-08 09:07:00",2.2851026058197,2.83086538314819,4.47814798355103,52.5935745239258,0,33,40,8
"2020-02-08 09:07:10",2.28115725517273,2.83218026161194,4.48603868484497,51.3728523254395,0,33,40,8
"2020-02-08 09:07:20",2.28641748428345,2.82823514938354,4.482093334198,48.6970329284668,0,33,40,8
"2020-02-08 09:07:30",2.28378748893738,2.83612561225891,4.48393440246582,51.7732543945313,0,33,40,8
"2020-02-08 09:07:40",2.28457641601563,2.82692003250122,4.49261379241943,51.7000007629395,0,33,40,8
"2020-02-08 09:07:50",2.28194642066956,2.82823514938354,4.4952449798584,44.6198272705078,0,33,40,8
"2020-02-08 09:08:00",2.2851026058197,2.83691453933716,4.48919439315796,45.0739288330078,0,33,40,8
"2020-02-08 09:08:10",2.28773260116577,2.83086538314819,4.482093334198,52.5203323364258,0,33,40,8
"2020-02-08 09:08:20",2.2851026058197,2.83349537849426,4.48656463623047,47.9059982299805,0,33,40,8
"2020-02-08 09:08:30",2.28457641601563,2.83691453933716,4.48340845108032,50.2839660644531,0,33,40,8
"2020-02-08 09:08:40",2.28326153755188,2.82639408111572,4.47946310043335,59.0487480163574,0,33,40,8
"2020-02-08 09:08:50",2.28589153289795,2.83428454399109,4.49261379241943,47.5397872924805,0,33,40,8
"2020-02-08 09:09:00",2.28589153289795,2.82376384735107,4.48787975311279,58.4872245788574,0,33,40,8
"2020-02-08 09:09:10",2.28378748893738,2.83875560760498,4.48656463623047,54.1560935974121,0,33,40,8
"2020-02-08 09:09:20",2.28773260116577,2.82376384735107,4.48998355865479,50.9089851379395,0,33,40,8
"2020-02-08 09:09:30",2.28641748428345,2.82692003250122,4.48656463623047,47.8083419799805,0,33,40,8
"2020-02-08 09:09:40",2.28378748893738,2.82639408111572,4.47998905181885,51.3337898254395,0,33,40,8
"2020-02-08 09:09:50",2.28773260116577,2.83822965621948,4.47946310043335,51.2996101379395,0,33,40,8
"2020-02-08 09:10:00",2.28378748893738,2.83218026161194,4.4826192855835,50.6745986938477,0,33,40,8
"2020-02-08 09:10:10",2.2851026058197,2.83218026161194,4.49971628189087,57.7694320678711,0,33,40,8
"2020-02-08 09:10:20",2.28589153289795,2.82244873046875,4.46631240844727,55.0691986083984,0,33,40,8
"2020-02-08 09:10:30",2.28589153289795,2.8216598033905,4.48603868484497,53.6678123474121,0,33,40,8
"2020-02-08 09:10:40",2.28641748428345,2.8256049156189,4.47814798355103,55.1326751708984,0,33,40,8
"2020-02-08 09:10:50",2.2851026058197,2.82902407646179,4.49182462692261,56.1092567443848,0,33,40,8
