time UTC,venturi_dp,venturi_flow,pt286,pt289,venturi_deltaP
2020-10-13 10:30:00+00:00,68.74128723144531,1.7263469422263178,3.2564284801483154,3.2498531341552734,0.006575345993041992
2020-10-13 10:46:40+00:00,61.63667678833008,1.633714478406111,3.1872546672821045,3.1801533699035645,0.007101297378540039
2020-10-13 11:03:20+00:00,59.20988082885742,1.6008596191578939,3.2814159393310547,3.2288119792938232,0.052603960037231445
2020-10-13 11:20:00+00:00,96.08544921875,2.04442190588839,4.632014274597168,4.197244644165039,0.4347696304321289
2020-10-13 11:36:40+00:00,73.13587951660156,1.7812605894764062,4.678042888641357,4.247218608856201,0.43082427978515625
2020-10-13 11:53:20+00:00,70.83116149902344,1.7526737339392684,4.674097537994385,4.250637531280518,0.4234600067138672
2020-10-13 12:10:00+00:00,72.86731719970703,1.7779528550644237,4.670678615570068,4.245377540588379,0.42530107498168945
2020-10-13 12:26:40+00:00,72.23255157470703,1.770110484926671,4.66804838180542,4.241432189941406,0.42661619186401367
2020-10-13 12:43:20+00:00,72.34485626220703,1.7715004824293725,4.689089775085449,4.248533725738525,0.44055604934692383
2020-10-13 13:00:00+00:00,70.88975524902344,1.7534062213459738,4.683303356170654,4.257739067077637,0.4255642890930176
2020-10-13 13:16:40+00:00,71.35362243652344,1.7591944293304747,4.690404415130615,4.257739067077637,0.4326653480529785
2020-10-13 13:33:20+00:00,70.98741149902344,1.754626361384125,4.687248229980469,4.257213115692139,0.4300351142883301
2020-10-13 13:50:00+00:00,74.27359771728516,1.7952063440606734,4.685933589935303,4.2564239501953125,0.42950963973999023
2020-10-13 14:06:40+00:00,71.7589111328125,1.764236305392798,4.686459541320801,4.258528232574463,0.4279313087463379
2020-10-13 14:23:20+00:00,72.50110626220703,1.7734325986974078,4.6846184730529785,4.248533725738525,0.4360847473144531
2020-10-13 14:40:00+00:00,71.06065368652344,1.755540915802616,4.679358005523682,4.248533725738525,0.43082427978515625
2020-10-13 14:56:40+00:00,73.07728576660156,1.7805394410629574,4.688563346862793,4.25247859954834,0.4360847473144531
2020-10-13 15:13:20+00:00,73.18470764160156,1.7818613258699945,4.687248229980469,4.257213115692139,0.4300351142883301
2020-10-13 15:30:00+00:00,72.51575469970703,1.773613627819891,4.693034648895264,4.257213115692139,0.435821533203125
2020-10-13 15:46:40+00:00,70.5723648071289,1.7494348561352353,4.67988395690918,4.25458288192749,0.42530107498168945
2020-10-13 16:03:20+00:00,71.9884033203125,1.767084924321212,4.692508697509766,4.261684417724609,0.43082427978515625
2020-10-13 16:20:00+00:00,71.7833251953125,1.7645395662419436,4.690404415130615,4.2564239501953125,0.43398046493530273
2020-10-13 16:36:40+00:00,71.19737243652344,1.757246824048647,4.695664882659912,4.260369300842285,0.43529558181762695
2020-10-13 16:53:20+00:00,70.78233337402344,1.7520630963271635,4.6977691650390625,4.263788223266602,0.43398094177246094
2020-10-13 17:10:00+00:00,70.5625991821289,1.7493125217709853,4.69382381439209,4.262999534606934,0.43082427978515625
2020-10-13 17:26:40+00:00,71.17295837402344,1.7569423177682204,4.69382381439209,4.259843349456787,0.43398046493530273
2020-10-13 17:43:20+00:00,73.13587951660156,1.7812605894764062,4.699610233306885,4.261684417724609,0.4379258155822754
2020-10-13 18:00:00+00:00,72.64759063720703,1.7752420679267835,4.704344272613525,4.2682600021362305,0.4360842704772949
2020-10-13 18:16:40+00:00,72.67200469970703,1.7755434687310803,4.6977691650390625,4.269575119018555,0.4281940460205078
2020-10-13 18:33:20+00:00,69.29305267333984,1.7333361342585172,4.70565938949585,4.276150703430176,0.42950868606567383
2020-10-13 18:50:00+00:00,72.36927032470703,1.7718025130206618,4.703555107116699,4.2682600021362305,0.43529510498046875
2020-10-13 19:06:40+00:00,71.64659118652344,1.7628404509381015,4.703029155731201,4.272205352783203,0.43082380294799805
