"LNGS Time","PUR_TE281_TFEOUTLET.PI","PUR_TE274_TPURITYMONITOR.PI","PUR_DPT288_PMON_A.PI"
"2020-01-31 09:05:38",-91.4900436401367,-91.6426315307617
"2020-01-31 09:05:39",-91.4839401245117,-91.6548385620117,91.2904510498047
"2020-01-31 09:05:40",-91.4900436401367,-91.6609420776367,93.4731140136719
"2020-01-31 09:05:41",-91.4839401245117,,91.0316619873047
"2020-01-31 09:05:42",,,94.3032073974609
"2020-01-31 09:05:43",,-91.6609420776367
"2020-01-31 09:05:44",-91.4839401245117,,92.9262161254883
"2020-01-31 09:05:45",-91.4900436401367,,92.1547317504883
"2020-01-31 09:05:46",,-91.6670455932617,92.6918411254883
"2020-01-31 09:05:48",,,95.2553558349609
"2020-01-31 09:05:49",-91.5022506713867,,94.3764495849609
"2020-01-31 09:05:50",-91.4839401245117,,91.5443572998047
"2020-01-31 09:05:51",-91.4900436401367,,91.8519973754883
"2020-01-31 09:05:52",,-91.6731491088867,91.5834426879883
"2020-01-31 09:05:53",,,93.8149108886719
"2020-01-31 09:05:54",,-91.6670455932617,95.1479339599609
"2020-01-31 09:05:55",,-91.6731491088867,93.2680130004883
"2020-01-31 09:05:56",,,94.7817230224609
"2020-01-31 09:05:57",-91.4839401245117
"2020-01-31 09:05:58",-91.5083541870117,-91.6670455932617,92.4232864379883
"2020-01-31 09:05:59",-91.5022506713867,,93.2045364379883
"2020-01-31 09:06:00",,,93.9760437011719
"2020-01-31 09:06:01",,,93.1459426879883
"2020-01-31 09:06:03",,-91.6731491088867,96.06103515625
"2020-01-31 09:06:04",-91.5144577026367,-91.6670455932617
"2020-01-31 09:06:05",-91.5083541870117,,95.5483245849609
"2020-01-31 09:06:06",,,94.4252777099609
"2020-01-31 09:06:07",-91.5144577026367,,95.7436370849609
"2020-01-31 09:06:08",-91.5022506713867,-91.6609420776367
"2020-01-31 09:06:09",,,94.5864105224609
"2020-01-31 09:06:10",,-91.6609420776367,92.4379348754883
"2020-01-31 09:06:11",,-91.6548385620117,93.6195983886719
"2020-01-31 09:06:12",-91.5144577026367
"2020-01-31 09:06:13",,,93.4389343261719
"2020-01-31 09:06:14",,-91.6426315307617,94.2055511474609
"2020-01-31 09:06:15",-91.5144577026367,,91.4711151123047
"2020-01-31 09:06:16",,,93.8149108886719
"2020-01-31 09:06:17",-91.5327682495117,-91.6548385620117
"2020-01-31 09:06:18",-91.5144577026367,-91.6426315307617,94.3520355224609
"2020-01-31 09:06:20",-91.5083541870117,-91.6365280151367,92.4379348754883
"2020-01-31 09:06:21",,,92.9994583129883
"2020-01-31 09:06:22",-91.5144577026367,,93.4486999511719
"2020-01-31 09:06:24",,,92.9848098754883
"2020-01-31 09:06:25",,-91.6426315307617,92.9603958129883
"2020-01-31 09:06:26",-91.5083541870117,,92.9359817504883
"2020-01-31 09:06:27",-91.5144577026367
"2020-01-31 09:06:28",,-91.6365280151367,94.0102233886719
"2020-01-31 09:06:29",,,94.7573089599609
"2020-01-31 09:06:30",,-91.6304244995117,91.9252395629883
"2020-01-31 09:06:31",,-91.6365280151367,93.9369812011719
"2020-01-31 09:06:33",,,92.5209426879883
"2020-01-31 09:06:35",-91.5205612182617,,92.6185989379883
"2020-01-31 09:06:36",,-91.6426315307617,91.2416229248047
"2020-01-31 09:06:37",-91.5144577026367,-91.6365280151367,93.9272155761719
"2020-01-31 09:06:38",-91.5144577026367,-91.6426315307617
"2020-01-31 09:06:39",,,91.7543411254883
"2020-01-31 09:06:40",-91.5022506713867,-91.6365280151367,91.7055130004883
"2020-01-31 09:06:41",-91.5144577026367,-91.6426315307617,94.3276214599609
"2020-01-31 09:06:42",-91.5083541870117
"2020-01-31 09:06:43",,,92.2768020629883
"2020-01-31 09:06:44",,,93.5219421386719
"2020-01-31 09:06:45",-91.5022506713867,,92.5355911254883
"2020-01-31 09:06:46",,,93.8295593261719
"2020-01-31 09:06:47",-91.5083541870117,-91.6548385620117
"2020-01-31 09:06:48",,,90.8363342285156
"2020-01-31 09:06:49",,-91.6609420776367,94.2299652099609
"2020-01-31 09:06:50",-91.5022506713867,,93.7660827636719
"2020-01-31 09:06:52",-91.5083541870117,-91.6670455932617,94.7426605224609
"2020-01-31 09:06:53",-91.4900436401367,-91.6731491088867
"2020-01-31 09:06:54",-91.5022506713867,-91.6670455932617,92.3500442504883
"2020-01-31 09:06:55",,,94.3520355224609
"2020-01-31 09:06:56",-91.5022506713867,-91.6731491088867,92.3891067504883
"2020-01-31 09:06:58",,,92.9018020629883
"2020-01-31 09:06:59",,-91.6670455932617,92.8041458129883
"2020-01-31 09:07:00",-91.4900436401367,-91.6731491088867,90.7386779785156
"2020-01-31 09:07:01",-91.5083541870117,,93.3510208129883
"2020-01-31 09:07:02",,-91.6853561401367
"2020-01-31 09:07:03",,,92.7894973754883
"2020-01-31 09:07:04",-91.5022506713867,-91.6731491088867,92.3402786254883
"2020-01-31 09:07:05",,,96.34423828125
"2020-01-31 09:07:06",-91.5083541870117
"2020-01-31 09:07:07",,-91.6914596557617,93.6098327636719
"2020-01-31 09:07:08",-91.5022506713867,-91.6731491088867
"2020-01-31 09:07:09",,-91.6914596557617,92.0570755004883
"2020-01-31 09:07:10",-91.5083541870117,,92.6820755004883
"2020-01-31 09:07:11",-91.5083541870117,-91.6914596557617,93.1703567504883
"2020-01-31 09:07:13",,,93.6098327636719
"2020-01-31 09:07:14",-91.5022506713867
"2020-01-31 09:07:15",-91.5083541870117,,94.1323089599609
"2020-01-31 09:07:16",,,92.4965286254883
"2020-01-31 09:07:17",,-91.6914596557617
"2020-01-31 09:07:18",-91.5144577026367,,97.0132064819336
"2020-01-31 09:07:19",-91.4839401245117,,94.0590515136719
"2020-01-31 09:07:20",-91.5022506713867,-91.6914596557617,94.7670745849609
"2020-01-31 09:07:21",-91.5083541870117,,93.5951843261719
"2020-01-31 09:07:23",-91.5144577026367,,94.6694183349609
"2020-01-31 09:07:24",-91.5327682495117,,92.8529739379883
"2020-01-31 09:07:25",-91.5205612182617,-91.6853561401367,93.6342468261719
"2020-01-31 09:07:26",-91.5144577026367,,94.3764495849609
"2020-01-31 09:07:27",-91.5205612182617
"2020-01-31 09:07:28",,,93.8539733886719
"2020-01-31 09:07:29",-91.5205612182617,-91.6731491088867
"2020-01-31 09:07:30",-91.5144577026367,,93.1947708129883
"2020-01-31 09:07:31",,,94.6352386474609
"2020-01-31 09:07:32",-91.5327682495117,-91.6670455932617
"2020-01-31 09:07:33",,-91.6670455932617,92.7162551879883
"2020-01-31 09:07:34",,,93.4242630004883
"2020-01-31 09:07:35",-91.5205612182617,,95.5483245849609
"2020-01-31 09:07:36",-91.5205612182617,,92.7650833129883
"2020-01-31 09:07:37",,-91.6609420776367,94.3422698974609
"2020-01-31 09:07:38",,-91.6670455932617
"2020-01-31 09:07:39",-91.5205612182617,-91.6609420776367,92.3500442504883
"2020-01-31 09:07:40",-91.5327682495117,,95.2797698974609
"2020-01-31 09:07:41",,,94.0981292724609
"2020-01-31 09:07:43",,-91.6426315307617,92.5844192504883
"2020-01-31 09:07:44",,-91.6426315307617,93.6098327636719
"2020-01-31 09:07:45",-91.5327682495117,,92.0570755004883
"2020-01-31 09:07:46",,,91.8031692504883
"2020-01-31 09:07:47",,-91.6365280151367
"2020-01-31 09:07:48",-91.5327682495117,,92.3891067504883
"2020-01-31 09:07:49",,,93.4486999511719
"2020-01-31 09:07:50",,-91.6426315307617,92.2035598754883
"2020-01-31 09:07:51",-91.5144577026367,-91.6365280151367,94.1811370849609
"2020-01-31 09:07:52",,-91.6304244995117,93.2045364379883
"2020-01-31 09:07:53",-91.5327682495117
"2020-01-31 09:07:54",-91.5205612182617,-91.6365280151367,92.0473098754883
"2020-01-31 09:07:55",,,91.2416229248047
"2020-01-31 09:07:56",,-91.6182174682617,92.0228958129883
"2020-01-31 09:07:57",-91.5144577026367,-91.6121139526367
"2020-01-31 09:07:58",,-91.6182174682617,93.7807312011719
"2020-01-31 09:07:59",-91.5144577026367,,94.6205902099609
"2020-01-31 09:08:00",,-91.6121139526367,91.8764114379883
"2020-01-31 09:08:01",-91.5083541870117
"2020-01-31 09:08:02",-91.5083541870117,,92.6918411254883
"2020-01-31 09:08:03",-91.5144577026367,,92.5111770629883
"2020-01-31 09:08:04",,-91.6182174682617,91.7299270629883
"2020-01-31 09:08:05",,,91.8373489379883
"2020-01-31 09:08:06",-91.5022506713867,-91.6060104370117,93.1703567504883
"2020-01-31 09:08:07",,,92.5600051879883
"2020-01-31 09:08:08",,-91.6121139526367
"2020-01-31 09:08:09",-91.5083541870117,,93.3266067504883
"2020-01-31 09:08:10",,-91.6060104370117,91.9252395629883
"2020-01-31 09:08:11",-91.5022506713867,-91.6060104370117,91.5345916748047
"2020-01-31 09:08:12",,-91.6121139526367
"2020-01-31 09:08:13",,-91.6060104370117,93.4975280761719
"2020-01-31 09:08:15",,-91.6121139526367,92.9506301879883
"2020-01-31 09:08:16",,-91.5938034057617
"2020-01-31 09:08:17",-91.4900436401367,-91.6060104370117,93.9369812011719
"2020-01-31 09:08:18",-91.5022506713867,-91.5876998901367,91.2025604248047
"2020-01-31 09:08:19",-91.4900436401367,,93.9272155761719
"2020-01-31 09:08:20",,-91.6060104370117,91.8275833129883
"2020-01-31 09:08:21",-91.4839401245117,-91.5938034057617
"2020-01-31 09:08:22",,-91.5876998901367,92.3891067504883
"2020-01-31 09:08:23",-91.4900436401367
"2020-01-31 09:08:24",-91.4839401245117,-91.5876998901367,93.4731140136719
"2020-01-31 09:08:25",-91.4900436401367,,92.1205520629883
"2020-01-31 09:08:26",,-91.5938034057617,93.9516296386719
"2020-01-31 09:08:27",-91.4839401245117,-91.5876998901367
"2020-01-31 09:08:28",-91.4778366088867,,95.5873870849609
"2020-01-31 09:08:29",-91.4839401245117,-91.5815963745117,91.6078567504883
"2020-01-31 09:08:30",,-91.5815963745117,93.9125671386719
"2020-01-31 09:08:32",-91.4656295776367,-91.5693893432617,94.0492858886719
"2020-01-31 09:08:33",-91.4778366088867,,93.9613952636719
"2020-01-31 09:08:34",,,93.3021926879883
"2020-01-31 09:08:35",,-91.5815963745117,92.2426223754883
"2020-01-31 09:08:36",-91.4595260620117,-91.5571823120117
"2020-01-31 09:08:37",-91.4839401245117,,95.5483245849609
"2020-01-31 09:08:38",,-91.5571823120117,92.2182083129883
"2020-01-31 09:08:39",,-91.5632858276367
"2020-01-31 09:08:40",-91.4778366088867,,90.9828338623047
"2020-01-31 09:08:41",,-91.5510787963867,93.7416687011719
"2020-01-31 09:08:42",-91.4839401245117
"2020-01-31 09:08:43",-91.4656295776367,,94.4887542724609
"2020-01-31 09:08:44",,,94.2787933349609
"2020-01-31 09:08:45",,-91.5388717651367,92.8041458129883
"2020-01-31 09:08:46",-91.4595260620117
"2020-01-31 09:08:47",-91.4656295776367,-91.5327682495117,93.0238723754883
"2020-01-31 09:08:48",-91.4595260620117,-91.5266647338867,93.6195983886719
"2020-01-31 09:08:49",,,91.9838333129883
"2020-01-31 09:08:50",,,94.6450042724609
"2020-01-31 09:08:51",-91.4534225463867,-91.5144577026367
"2020-01-31 09:08:52",-91.4595260620117,,95.3920745849609
"2020-01-31 09:08:53",,-91.5144577026367,92.8871536254883
"2020-01-31 09:08:54",,-91.5083541870117
"2020-01-31 09:08:55",-91.4534225463867,,92.0473098754883
"2020-01-31 09:08:56",,,92.1303176879883
"2020-01-31 09:08:57",-91.4412155151367,-91.5022506713867
"2020-01-31 09:08:58",-91.4534225463867,,95.2944183349609
"2020-01-31 09:08:59",,-91.5022506713867,95.3774261474609
"2020-01-31 09:09:00",-91.4534225463867,,91.7152786254883
"2020-01-31 09:09:01",-91.4351119995117,,94.1811370849609
"2020-01-31 09:09:02",,-91.4900436401367
"2020-01-31 09:09:03",,,91.9252395629883
"2020-01-31 09:09:04",,-91.4900436401367,95.7826995849609
"2020-01-31 09:09:05",-91.4412155151367,,92.0570755004883
"2020-01-31 09:09:06",-91.4351119995117,,94.1469573974609
"2020-01-31 09:09:07",-91.4290084838867,-91.5022506713867
"2020-01-31 09:09:08",,,94.0590515136719
"2020-01-31 09:09:09",,-91.4778366088867
"2020-01-31 09:09:10",-91.4351119995117,,94.0346374511719
"2020-01-31 09:09:11",,-91.4839401245117,93.0238723754883
"2020-01-31 09:09:12",-91.4168014526367
"2020-01-31 09:09:13",-91.4290084838867,,92.6088333129883
"2020-01-31 09:09:14",,-91.4900436401367,93.2435989379883
"2020-01-31 09:09:15",-91.4290084838867,,92.0228958129883
"2020-01-31 09:09:16",-91.4106979370117
"2020-01-31 09:09:17",,,92.2523880004883
"2020-01-31 09:09:19",-91.4106979370117,-91.5022506713867,91.9984817504883
"2020-01-31 09:09:20",,,92.2035598754883
"2020-01-31 09:09:21",,-91.4900436401367,92.3402786254883
"2020-01-31 09:09:22",-91.3923873901367,-91.5022506713867
"2020-01-31 09:09:23",,,92.2279739379883
"2020-01-31 09:09:24",-91.4045944213867,-91.5083541870117
"2020-01-31 09:09:25",-91.4106979370117,,91.6078567504883
"2020-01-31 09:09:26",,,92.8383255004883
"2020-01-31 09:09:27",-91.3862838745117,-91.5266647338867
"2020-01-31 09:09:28",,,90.6800842285156
"2020-01-31 09:09:29",,-91.5144577026367,91.2025604248047
"2020-01-31 09:09:30",-91.3801803588867,,93.2289505004883
"2020-01-31 09:09:31",-91.3923873901367,-91.5266647338867
"2020-01-31 09:09:32",,,91.8129348754883
"2020-01-31 09:09:33",-91.4045944213867,-91.5327682495117
"2020-01-31 09:09:34",-91.3862838745117,-91.5266647338867,93.1215286254883
"2020-01-31 09:09:35",,,90.8265686035156
"2020-01-31 09:09:36",,,94.8061370849609
"2020-01-31 09:09:37",,-91.5327682495117
"2020-01-31 09:09:38",,,93.0482864379883
"2020-01-31 09:09:39",-91.3923873901367,-91.5388717651367
"2020-01-31 09:09:40",,-91.5510787963867,94.3178558349609
"2020-01-31 09:09:41",,,95.7582855224609
"2020-01-31 09:09:42",-91.3862838745117
"2020-01-31 09:09:43",-91.3923873901367,-91.5388717651367,90.8363342285156
"2020-01-31 09:09:44",,-91.5510787963867,91.3002166748047
"2020-01-31 09:09:45",-91.3679733276367,-91.5571823120117,96.27099609375
"2020-01-31 09:09:46",-91.3923873901367
"2020-01-31 09:09:47",,,92.1205520629883
"2020-01-31 09:09:48",-91.3862838745117,,94.8549652099609
"2020-01-31 09:09:49",-91.3923873901367,,93.4389343261719
"2020-01-31 09:09:50",-91.3862838745117,-91.5571823120117,95.5873870849609
"2020-01-31 09:09:51",-91.4045944213867,-91.5632858276367,94.3032073974609
"2020-01-31 09:09:52",-91.3862838745117,-91.5571823120117
"2020-01-31 09:09:53",,-91.5632858276367,94.5375823974609
"2020-01-31 09:09:55",-91.4106979370117,-91.5571823120117,94.0737152099609
"2020-01-31 09:09:56",,,95.8168792724609
"2020-01-31 09:09:57",-91.3923873901367,-91.5632858276367
"2020-01-31 09:09:58",-91.3923873901367,-91.5632858276367,93.3412551879883
"2020-01-31 09:09:59",,,95.2700042724609
"2020-01-31 09:10:00",-91.4045944213867,,92.2035598754883
"2020-01-31 09:10:01",,-91.5510787963867
"2020-01-31 09:10:02",,,92.5600051879883
"2020-01-31 09:10:03",-91.4106979370117,-91.5571823120117
"2020-01-31 09:10:04",,,93.1312942504883
"2020-01-31 09:10:05",-91.4045944213867,,95.7436370849609
"2020-01-31 09:10:06",,-91.5632858276367,94.5473480224609
"2020-01-31 09:10:07",-91.4168014526367,-91.5571823120117
"2020-01-31 09:10:08",,,94.2201995849609
"2020-01-31 09:10:09",-91.4106979370117,-91.5510787963867,93.0824661254883
"2020-01-31 09:10:10",-91.4168014526367,,93.9613952636719
"2020-01-31 09:10:11",,,91.8275833129883
"2020-01-31 09:10:13",-91.4106979370117,-91.5510787963867,93.1459426879883
"2020-01-31 09:10:14",,,93.0482864379883
"2020-01-31 09:10:15",-91.4168014526367,,91.7055130004883
"2020-01-31 09:10:16",-91.4106979370117,-91.5571823120117
"2020-01-31 09:10:17",,,90.9974822998047
"2020-01-31 09:10:18",-91.4045944213867,-91.5510787963867,93.4242630004883
"2020-01-31 09:10:19",-91.4168014526367,-91.5571823120117,91.5834426879883
"2020-01-31 09:10:20",-91.4106979370117,,93.1068801879883
"2020-01-31 09:10:21",,-91.5510787963867,92.5941848754883
"2020-01-31 09:10:22",-91.4168014526367,-91.5571823120117
"2020-01-31 09:10:23",-91.4351119995117,,92.5209426879883
"2020-01-31 09:10:24",,,92.9603958129883
"2020-01-31 09:10:25",-91.4290084838867,-91.5571823120117,94.1078948974609
"2020-01-31 09:10:26",-91.4168014526367,,92.0473098754883
"2020-01-31 09:10:27",,-91.5571823120117,93.3998489379883
"2020-01-31 09:10:28",-91.4290084838867
"2020-01-31 09:10:29",-91.4168014526367,,93.3510208129883
"2020-01-31 09:10:30",,,95.7192230224609
"2020-01-31 09:10:31",-91.4290084838867
"2020-01-31 09:10:32",-91.4168014526367,-91.5632858276367,95.0258636474609
"2020-01-31 09:10:33",,,92.2035598754883
"2020-01-31 09:10:34",-91.4106979370117,,94.7817230224609
"2020-01-31 09:10:35",,,92.4623489379883
"2020-01-31 09:10:36",,,91.9350051879883
"2020-01-31 09:10:37",-91.4351119995117,-91.5693893432617
"2020-01-31 09:10:38",-91.4106979370117,,93.3900833129883
"2020-01-31 09:10:39",,,92.0082473754883
"2020-01-31 09:10:40",-91.4168014526367,-91.5815963745117,91.6810989379883
"2020-01-31 09:10:41",,-91.5876998901367
"2020-01-31 09:10:42",,,89.0687561035156
"2020-01-31 09:10:43",-91.3923873901367,-91.5876998901367
"2020-01-31 09:10:44",-91.4106979370117,,94.0981292724609
"2020-01-31 09:10:45",-91.4168014526367,-91.6060104370117,93.1947708129883
"2020-01-31 09:10:46",,-91.5938034057617
"2020-01-31 09:10:47",,-91.6060104370117,94.4643402099609
"2020-01-31 09:10:48",,,92.3988723754883
"2020-01-31 09:10:49",-91.4168014526367,-91.6121139526367,93.5707702636719
"2020-01-31 09:10:50",,,91.3246307373047
"2020-01-31 09:10:51",,,94.0102233886719
"2020-01-31 09:10:52",,-91.6304244995117
"2020-01-31 09:10:53",,,91.0072479248047
"2020-01-31 09:10:54",,,89.8988342285156
"2020-01-31 09:10:55",-91.4168014526367,,92.8139114379883
"2020-01-31 09:10:56",-91.4290084838867,-91.6365280151367
"2020-01-31 09:10:57",,-91.6426315307617,90.4945373535156
"2020-01-31 09:10:58",,-91.6304244995117
"2020-01-31 09:10:59",-91.4168014526367,,93.7807312011719
"2020-01-31 09:11:00",-91.4290084838867,-91.6365280151367,92.9359817504883
"2020-01-31 09:11:01",-91.4168014526367,-91.6426315307617,94.4399261474609
"2020-01-31 09:11:02",-91.4351119995117,-91.6548385620117,91.1439666748047
"2020-01-31 09:11:03",-91.4290084838867,,93.6684265136719
"2020-01-31 09:11:04",,-91.6548385620117,95.1235198974609
"2020-01-31 09:11:05",-91.4351119995117,,90.6800842285156
"2020-01-31 09:11:06",,-91.6609420776367,94.1469573974609
"2020-01-31 09:11:07",-91.4412155151367
"2020-01-31 09:11:08",-91.4351119995117,-91.6670455932617,94.7328948974609
"2020-01-31 09:11:09",,,92.5355911254883
"2020-01-31 09:11:10",,-91.6670455932617,94.9379730224609
"2020-01-31 09:11:11",,-91.6731491088867
"2020-01-31 09:11:12",,,93.5365905761719
"2020-01-31 09:11:13",-91.4412155151367,-91.6670455932617
"2020-01-31 09:11:14",-91.4534225463867,-91.6731491088867,94.0737152099609
"2020-01-31 09:11:15",,,91.3978729248047
"2020-01-31 09:11:16",,-91.6670455932617,94.6205902099609
"2020-01-31 09:11:17",-91.4595260620117,-91.6731491088867
"2020-01-31 09:11:18",,,93.4486999511719
"2020-01-31 09:11:19",-91.4534225463867,-91.6609420776367,95.7680511474609
"2020-01-31 09:11:20",-91.4778366088867
"2020-01-31 09:11:21",-91.4656295776367,,94.6694183349609
"2020-01-31 09:11:22",,-91.6731491088867
"2020-01-31 09:11:23",-91.4778366088867,-91.6609420776367,96.7934799194336
"2020-01-31 09:11:24",,,88.5658111572266
"2020-01-31 09:11:25",-91.4656295776367,-91.6670455932617,94.4741058349609
"2020-01-31 09:11:26",-91.4778366088867,-91.6609420776367
"2020-01-31 09:11:27",-91.4595260620117,,92.6088333129883
"2020-01-31 09:11:28",,,90.4212951660156
"2020-01-31 09:11:29",-91.4839401245117,-91.6548385620117,94.3276214599609
"2020-01-31 09:11:30",,,92.1205520629883
"2020-01-31 09:11:31",,-91.6548385620117,91.4857635498047
"2020-01-31 09:11:33",-91.4778366088867,-91.6609420776367,92.9262161254883
"2020-01-31 09:11:34",,-91.6548385620117,92.3402786254883
"2020-01-31 09:11:35",-91.4900436401367,-91.6670455932617
"2020-01-31 09:11:36",-91.5022506713867,,93.4486999511719
"2020-01-31 09:11:37",,-91.6609420776367,92.1303176879883
"2020-01-31 09:11:38",-91.4839401245117,-91.6548385620117
"2020-01-31 09:11:39",-91.4900436401367,,93.6195983886719
"2020-01-31 09:11:40",,-91.6609420776367,95.0746917724609
"2020-01-31 09:11:41",-91.4839401245117,-91.6548385620117
"2020-01-31 09:11:42",-91.5022506713867,-91.6609420776367,94.5229339599609
"2020-01-31 09:11:43",,,91.8275833129883
"2020-01-31 09:11:44",,-91.6426315307617,96.00244140625
"2020-01-31 09:11:45",-91.4900436401367,-91.6609420776367,91.5834426879883
"2020-01-31 09:11:46",,-91.6548385620117,90.6898498535156
"2020-01-31 09:11:47",-91.4900436401367,-91.6609420776367
"2020-01-31 09:11:48",,-91.6670455932617,92.6332473754883
"2020-01-31 09:11:49",,-91.6609420776367,93.4144973754883
"2020-01-31 09:11:50",-91.5022506713867,-91.6670455932617,92.5209426879883
"2020-01-31 09:11:51",-91.4900436401367,,93.3510208129883
"2020-01-31 09:11:52",,-91.6609420776367,94.5619964599609
"2020-01-31 09:11:53",,,92.4232864379883
"2020-01-31 09:11:54",-91.5022506713867,-91.6548385620117,93.5610046386719
"2020-01-31 09:11:55",,,93.8637390136719
"2020-01-31 09:11:56",-91.4839401245117,-91.6670455932617
"2020-01-31 09:11:57",-91.4900436401367,,92.3500442504883
"2020-01-31 09:11:58",,,95.0502777099609
"2020-01-31 09:11:59",-91.4900436401367,-91.6731491088867,92.4477005004883
"2020-01-31 09:12:00",-91.4839401245117,,91.8031692504883
"2020-01-31 09:12:01",,-91.6853561401367,93.4389343261719
"2020-01-31 09:12:02",-91.4839401245117,-91.6914596557617
"2020-01-31 09:12:03",-91.5022506713867,-91.6853561401367,91.2269744873047
"2020-01-31 09:12:04",,,93.6586608886719
"2020-01-31 09:12:05",,,91.4467010498047
"2020-01-31 09:12:06",-91.4900436401367,-91.6914596557617,93.5121765136719
"2020-01-31 09:12:07",,,93.6586608886719
"2020-01-31 09:12:08",-91.4839401245117,-91.6975631713867,91.5687942504883
"2020-01-31 09:12:09",-91.5022506713867,,92.8383255004883
"2020-01-31 09:12:10",-91.4839401245117,-91.6975631713867,93.4731140136719
"2020-01-31 09:12:11",,,93.2924270629883
"2020-01-31 09:12:12",-91.4900436401367,-91.7097702026367
"2020-01-31 09:12:13",,,91.4369354248047
"2020-01-31 09:12:14",-91.5022506713867,-91.7158737182617,91.0707244873047
"2020-01-31 09:12:15",-91.4900436401367,-91.6975631713867,92.6430130004883
"2020-01-31 09:12:16",,-91.7097702026367,92.4623489379883
"2020-01-31 09:12:17",-91.5022506713867,-91.7158737182617
"2020-01-31 09:12:18",,-91.7219772338867,92.9848098754883
"2020-01-31 09:12:19",,-91.7158737182617,91.9252395629883
"2020-01-31 09:12:20",,-91.7219772338867
"2020-01-31 09:12:21",,,92.9359817504883
"2020-01-31 09:12:22",,,94.2543792724609
"2020-01-31 09:12:23",-91.5083541870117,-91.7341842651367,91.1927947998047
"2020-01-31 09:12:24",-91.5144577026367
"2020-01-31 09:12:25",,,92.5844192504883
"2020-01-31 09:12:26",,-91.7463912963867
"2020-01-31 09:12:27",-91.5144577026367,-91.7402877807617,92.9994583129883
"2020-01-31 09:12:28",,,91.3881072998047
"2020-01-31 09:12:29",,-91.7402877807617,96.6372299194336
"2020-01-31 09:12:31",-91.5327682495117,-91.7341842651367,94.2690277099609
"2020-01-31 09:12:32",-91.5205612182617,,92.1303176879883
"2020-01-31 09:12:33",,,93.4486999511719
"2020-01-31 09:12:34",,,92.0082473754883
"2020-01-31 09:12:35",,-91.7402877807617
"2020-01-31 09:12:36",,-91.7341842651367,94.1078948974609
"2020-01-31 09:12:37",-91.5327682495117,,92.5355911254883
"2020-01-31 09:12:38",,,92.8285598754883
"2020-01-31 09:12:39",-91.5388717651367,-91.7219772338867,95.4164886474609
"2020-01-31 09:12:40",,-91.7402877807617,92.4379348754883
"2020-01-31 09:12:41",-91.5327682495117,-91.7341842651367,96.03662109375
"2020-01-31 09:12:42",,-91.7402877807617
"2020-01-31 09:12:43",-91.5449752807617,,91.6322708129883
"2020-01-31 09:12:44",,-91.7341842651367,93.2045364379883
"2020-01-31 09:12:45",-91.5388717651367,-91.7219772338867
"2020-01-31 09:12:46",-91.5449752807617,,93.4633483886719
"2020-01-31 09:12:47",,,92.4623489379883
"2020-01-31 09:12:48",-91.5571823120117,,93.1703567504883
"2020-01-31 09:12:49",-91.5449752807617,,94.3178558349609
"2020-01-31 09:12:50",-91.5571823120117,-91.7158737182617,94.8061370849609
"2020-01-31 09:12:51",-91.5327682495117,-91.7097702026367,94.3764495849609
"2020-01-31 09:12:52",-91.5449752807617,-91.7158737182617,91.3881072998047
"2020-01-31 09:12:53",-91.5632858276367,-91.7097702026367
"2020-01-31 09:12:54",-91.5449752807617,-91.6975631713867,94.0102233886719
"2020-01-31 09:12:55",-91.5571823120117,-91.6853561401367,93.0238723754883
