"LNGS Time","PUR_PT275_PPUMPOUTLET.PI","PUR_PT271_PHEOUTLET.PI","PUR_PCV287SET_AO.PI","PUR_FCV286SET_AO.PI","PUR_DPT288_PMON_A.PI","PUR_P271_P271_PUB_FMON.PI"
"2020-01-31 08:10:00",4.38530302047729,2.92371082305908,13,20,91.4369354248047,38
"2020-01-31 08:10:10",4.38661813735962,2.92371082305908,13,20,93.4486999511719,38
"2020-01-31 08:10:20",4.39003705978394,2.91976499557495,13,20,93.9272155761719,38
"2020-01-31 08:10:30",4.39056348800659,2.92029118537903,13,20,91.9838333129883,38
"2020-01-31 08:10:40",4.38872194290161,2.91634583473206,13,20,91.5932083129883,38
"2020-01-31 08:10:50",4.38214683532715,2.9255518913269,13,20,93.5365905761719,38
"2020-01-31 08:11:00",4.3847770690918,2.91976499557495,13,20,92.6088333129883,38
"2020-01-31 08:11:10",4.38267278671265,2.91634583473206,13,20,92.3891067504883,38
"2020-01-31 08:11:20",4.39319324493408,2.91713500022888,13,20,94.4496917724609,38
"2020-01-31 08:11:30",4.38793325424194,2.91845011711121,13,20,93.6342468261719,38
"2020-01-31 08:11:40",4.3847770690918,2.92371082305908,13,20,93.2289505004883,38
"2020-01-31 08:11:50",4.38872194290161,2.91766095161438,13,20,92.1059036254883,38
"2020-01-31 08:12:00",4.38609218597412,2.92029118537903,13,20,92.6918411254883,38
"2020-01-31 08:12:10",4.38661813735962,2.92029118537903,13,20,92.5111770629883,38
"2020-01-31 08:12:20",4.38609218597412,2.9189760684967,13,20,92.3158645629883,38
"2020-01-31 08:12:30",4.37872743606567,2.9255518913269,13,20,90.8753967285156,38
"2020-01-31 08:12:40",4.38609218597412,2.92423677444458,13,20,94.2543792724609,38
"2020-01-31 08:12:50",4.38609218597412,2.91766095161438,13,20,93.4486999511719,38
"2020-01-31 08:13:00",4.39003705978394,2.92029118537903,13,20,92.1547317504883,38
"2020-01-31 08:13:10",4.38398790359497,2.92292189598083,13,20,91.9740676879883,38
"2020-01-31 08:13:20",4.38530302047729,2.92765593528748,13,20,93.3021926879883,38
"2020-01-31 08:13:30",4.39056348800659,2.92292189598083,13,20,92.2914505004883,38
"2020-01-31 08:13:40",4.3795166015625,2.92423677444458,13,20,92.3988723754883,38
"2020-01-31 08:13:50",4.38267278671265,2.91976499557495,13,20,92.8529739379883,38
"2020-01-31 08:14:00",4.38214683532715,2.91318964958191,13,20,91.9105911254883,38
"2020-01-31 08:14:10",4.38609218597412,2.92423677444458,13,20,91.0316619873047,38
"2020-01-31 08:14:20",4.39398336410522,2.91976499557495,13,20,93.5365905761719,38
"2020-01-31 08:14:30",4.39319324493408,2.92423677444458,13,20,95.5239105224609,38
"2020-01-31 08:14:40",4.38398790359497,2.92239570617676,13,20,92.9359817504883,38
"2020-01-31 08:14:50",4.38661813735962,2.92029118537903,13,20,95.6606292724609,38
"2020-01-31 08:15:00",4.38214683532715,2.91845011711121,13,20,92.2768020629883,38
"2020-01-31 08:15:10",4.38398790359497,2.92029118537903,13,20,92.9603958129883,38
"2020-01-31 08:15:20",4.38083171844482,2.91108560562134,13,20,91.3881072998047,38
"2020-01-31 08:15:30",4.38872194290161,2.91766095161438,13,20,92.0961380004883,38
"2020-01-31 08:15:40",4.38661813735962,2.92160677909851,13,20,89.8744201660156,38
"2020-01-31 08:15:50",4.38661813735962,2.92423677444458,13,20,95.4409027099609,38
"2020-01-31 08:16:00",4.38267278671265,2.9189760684967,13,20,92.5844192504883,38
"2020-01-31 08:16:10",4.38398790359497,2.92292189598083,13,20,94.5131683349609,38
"2020-01-31 08:16:20",4.38661813735962,2.92160677909851,13,20,90.3724670410156,38
"2020-01-31 08:16:30",4.380042552948,2.92292189598083,13,20,91.0316619873047,38
"2020-01-31 08:16:40",4.38267278671265,2.92160677909851,13,20,90.1918029785156,38
"2020-01-31 08:16:50",4.38740730285645,2.9189760684967,13,20,94.7670745849609,38
"2020-01-31 08:17:00",4.39056348800659,2.91845011711121,13,20,93.4633483886719,38
"2020-01-31 08:17:10",4.39266729354858,2.91845011711121,13,20,94.1469573974609,38
"2020-01-31 08:17:20",4.38740730285645,2.9255518913269,13,20,92.4477005004883,38
"2020-01-31 08:17:30",4.38740730285645,2.92423677444458,13,20,94.1323089599609,38
"2020-01-31 08:17:40",4.38530302047729,2.91845011711121,13,20,92.0473098754883,38
"2020-01-31 08:17:50",4.38609218597412,2.92818212509155,13,20,94.9623870849609,38
"2020-01-31 08:18:00",4.38661813735962,2.91976499557495,13,20,93.1312942504883,38
"2020-01-31 08:18:10",4.38267278671265,2.92160677909851,13,20,93.6098327636719,38
"2020-01-31 08:18:20",4.38740730285645,2.92292189598083,13,20,93.5707702636719,38
"2020-01-31 08:18:30",4.38609218597412,2.91976499557495,13,20,93.3021926879883,38
"2020-01-31 08:18:40",4.39187812805176,2.91766095161438,13,20,94.1713714599609,38
"2020-01-31 08:18:50",4.39187812805176,2.9189760684967,13,20,91.6420364379883,38
"2020-01-31 08:19:00",4.39056348800659,2.9189760684967,13,20,94.0590515136719,38
"2020-01-31 08:19:10",4.38530302047729,2.92292189598083,13,20,94.0346374511719,38
"2020-01-31 08:19:20",4.38083171844482,2.91845011711121,13,20,94.1567230224609,38
"2020-01-31 08:19:30",4.3847770690918,2.92160677909851,13,20,93.8637390136719,38
"2020-01-31 08:19:40",4.39003705978394,2.91766095161438,13,20,89.6400451660156,38
"2020-01-31 08:19:50",4.39056348800659,2.92292189598083,13,20,95.0600433349609,38
"2020-01-31 08:20:00",4.39003705978394,2.92239570617676,13,20,91.6176223754883,38
"2020-01-31 08:20:10",4.38740730285645,2.92239570617676,13,20,93.0482864379883,38
"2020-01-31 08:20:20",4.38530302047729,2.92634105682373,13,20,94.3178558349609,38
"2020-01-31 08:20:30",4.38609218597412,2.92502593994141,13,20,93.1459426879883,38
"2020-01-31 08:20:40",4.38530302047729,2.92239570617676,13,20,89.6058654785156,38
"2020-01-31 08:20:50",4.38530302047729,2.92029118537903,13,20,92.4135208129883,38
"2020-01-31 08:21:00",4.38609218597412,2.91766095161438,13,20,94.7426605224609,38
"2020-01-31 08:21:10",4.38872194290161,2.92029118537903,13,20,93.9369812011719,38
"2020-01-31 08:21:20",4.38661813735962,2.91976499557495,13,20,93.2680130004883,38
"2020-01-31 08:21:30",4.38793325424194,2.9255518913269,13,20,95.0746917724609,38
"2020-01-31 08:21:40",4.38609218597412,2.92423677444458,13,20,95.96337890625,38
"2020-01-31 08:21:50",4.38740730285645,2.92160677909851,13,20,91.3148651123047,38
"2020-01-31 08:22:00",4.39056348800659,2.92239570617676,13,20,93.8393249511719,38
"2020-01-31 08:22:10",4.380042552948,2.92292189598083,13,20,96.02685546875,38
"2020-01-31 08:22:20",4.39056348800659,2.9255518913269,13,20,95.2309417724609,38
"2020-01-31 08:22:30",4.39450931549072,2.91766095161438,13,20,91.8861770629883,38
"2020-01-31 08:22:40",4.38661813735962,2.92371082305908,13,20,93.6586608886719,38
"2020-01-31 08:22:50",4.39056348800659,2.91581988334656,13,20,94.8305511474609,38
"2020-01-31 08:23:00",4.38530302047729,2.9189760684967,13,20,92.2035598754883,38
"2020-01-31 08:23:10",4.38530302047729,2.9255518913269,13,20,92.0082473754883,38
"2020-01-31 08:23:20",4.38740730285645,2.91845011711121,13,20,92.6918411254883,38
"2020-01-31 08:23:30",4.38793325424194,2.91766095161438,13,20,94.2787933349609,38
"2020-01-31 08:23:40",4.38609218597412,2.92502593994141,13,20,93.4242630004883,38
"2020-01-31 08:23:50",4.38609218597412,2.92423677444458,13,20,93.2533645629883,38
"2020-01-31 08:24:00",4.38609218597412,2.91713500022888,13,20,94.2446136474609,38
"2020-01-31 08:24:10",4.38609218597412,2.91845011711121,13,20,93.3656692504883,38
"2020-01-31 08:24:20",4.38661813735962,2.92371082305908,13,20,92.5453567504883,38
"2020-01-31 08:24:30",4.38267278671265,2.92292189598083,13,20,91.3636932373047,38
"2020-01-31 08:24:40",4.38214683532715,2.92160677909851,13,20,93.2533645629883,38
"2020-01-31 08:24:50",4.38398790359497,2.91240072250366,13,20,93.4731140136719,38
"2020-01-31 08:25:00",4.38740730285645,2.9189760684967,13,20,93.8051452636719,38
"2020-01-31 08:25:10",4.38793325424194,2.92371082305908,13,20,94.4887542724609,38
"2020-01-31 08:25:20",4.39003705978394,2.91713500022888,13,20,96.49072265625,38
"2020-01-31 08:25:30",4.38398790359497,2.92239570617676,13,20,94.7573089599609,38
"2020-01-31 08:25:40",4.38872194290161,2.92160677909851,13,20,92.7406692504883,38
"2020-01-31 08:25:50",4.380042552948,2.92371082305908,13,20,90.8851623535156,38
"2020-01-31 08:26:00",4.38661813735962,2.92239570617676,13,20,92.5209426879883,38
"2020-01-31 08:26:10",4.38398790359497,2.91845011711121,13,20,92.0326614379883,38
"2020-01-31 08:26:20",4.38398790359497,2.91634583473206,13,20,93.7319030761719,38
"2020-01-31 08:26:30",4.38267278671265,2.92371082305908,13,20,92.8383255004883,38
"2020-01-31 08:26:40",4.3847770690918,2.91766095161438,13,20,91.6664505004883,38
"2020-01-31 08:26:50",4.38661813735962,2.91581988334656,13,20,94.7084808349609,38
"2020-01-31 08:27:00",4.3847770690918,2.92160677909851,13,20,90.7289123535156,38
"2020-01-31 08:27:10",4.38398790359497,2.92029118537903,13,20,93.7660827636719,38
"2020-01-31 08:27:20",4.38083171844482,2.91634583473206,13,20,91.9496536254883,38
"2020-01-31 08:27:30",4.3847770690918,2.92029118537903,13,20,91.4369354248047,38
"2020-01-31 08:27:40",4.38083171844482,2.92029118537903,13,20,91.9838333129883,38
"2020-01-31 08:27:50",4.39135217666626,2.92423677444458,13,20,97.2085189819336,38
"2020-01-31 08:28:00",4.39056348800659,2.92502593994141,13,20,96.24658203125,38
"2020-01-31 08:28:10",4.38214683532715,2.91845011711121,13,20,93.8051452636719,38
"2020-01-31 08:28:20",4.38398790359497,2.91845011711121,13,20,91.3978729248047,38
"2020-01-31 08:28:30",4.38740730285645,2.9189760684967,13,20,92.9262161254883,38
"2020-01-31 08:28:40",4.380042552948,2.92160677909851,13,20,91.1781463623047,38
"2020-01-31 08:28:50",4.38609218597412,2.91766095161438,13,20,93.0580520629883,38
"2020-01-31 08:29:00",4.3847770690918,2.91581988334656,13,20,92.5600051879883,38
"2020-01-31 08:29:10",4.39266729354858,2.92292189598083,13,20,94.4887542724609,38
"2020-01-31 08:29:20",4.39529848098755,2.91581988334656,13,20,96.47607421875,38
"2020-01-31 08:29:30",4.38530302047729,2.9189760684967,13,20,93.8783874511719,38
"2020-01-31 08:29:40",4.38214683532715,2.92239570617676,13,20,90.7386779785156,38
"2020-01-31 08:29:50",4.38398790359497,2.92292189598083,13,20,91.8129348754883,38
"2020-01-31 08:30:00",4.38083171844482,2.92029118537903,13,20,91.1439666748047,38
"2020-01-31 08:30:10",4.3847770690918,2.92292189598083,13,20,90.9584197998047,38
"2020-01-31 08:30:20",4.38609218597412,2.9189760684967,13,20,94.7084808349609,38
"2020-01-31 08:30:30",4.38872194290161,2.92292189598083,13,20,92.2914505004883,38
"2020-01-31 08:30:40",4.38135766983032,2.91976499557495,13,20,91.7885208129883,38
"2020-01-31 08:30:50",4.38083171844482,2.92029118537903,13,20,92.7309036254883,38
"2020-01-31 08:31:00",4.38661813735962,2.92239570617676,13,20,94.1567230224609,38
"2020-01-31 08:31:10",4.38214683532715,2.92292189598083,13,20,94.1469573974609,38
"2020-01-31 08:31:20",4.38793325424194,2.92239570617676,13,20,90.8851623535156,38
"2020-01-31 08:31:30",4.38083171844482,2.92160677909851,13,20,90.7386779785156,38
"2020-01-31 08:31:40",4.38530302047729,2.9255518913269,13,20,92.7162551879883,38
"2020-01-31 08:31:50",4.39003705978394,2.92160677909851,13,20,95.0356292724609,38
"2020-01-31 08:32:00",4.38661813735962,2.92502593994141,13,20,95.95361328125,38
"2020-01-31 08:32:10",4.38530302047729,2.91713500022888,13,20,92.9506301879883,38
"2020-01-31 08:32:20",4.38661813735962,2.91976499557495,13,20,92.2279739379883,38
"2020-01-31 08:32:30",4.38135766983032,2.91503095626831,13,20,90.5580139160156,38
"2020-01-31 08:32:40",4.38135766983032,2.92160677909851,13,20,93.2045364379883,38
"2020-01-31 08:32:50",4.38214683532715,2.92239570617676,13,20,92.5453567504883,38
"2020-01-31 08:33:00",4.38793325424194,2.92292189598083,13,20,94.7670745849609,38
"2020-01-31 08:33:10",4.38267278671265,2.92029118537903,13,20,92.9359817504883,38
"2020-01-31 08:33:20",4.38609218597412,2.91713500022888,13,20,92.0570755004883,38
"2020-01-31 08:33:30",4.38609218597412,2.91976499557495,13,20,91.4222869873047,38
"2020-01-31 08:33:40",4.39266729354858,2.91976499557495,13,20,94.7573089599609,38
"2020-01-31 08:33:50",4.38214683532715,2.92292189598083,13,20,89.3617248535156,38
"2020-01-31 08:34:00",4.38214683532715,2.91766095161438,13,20,91.0316619873047,38
"2020-01-31 08:34:10",4.3847770690918,2.92292189598083,13,20,92.8285598754883,38
"2020-01-31 08:34:20",4.38793325424194,2.92292189598083,13,20,94.4252777099609,38
"2020-01-31 08:34:30",4.39187812805176,2.91976499557495,13,20,93.5610046386719,38
"2020-01-31 08:34:40",4.38398790359497,2.91845011711121,13,20,93.2533645629883,38
"2020-01-31 08:34:50",4.3847770690918,2.92371082305908,13,20,93.5610046386719,38
"2020-01-31 08:35:00",4.38398790359497,2.91845011711121,13,20,93.8295593261719,38
"2020-01-31 08:35:10",4.3847770690918,2.92423677444458,13,20,93.0824661254883,38
"2020-01-31 08:35:20",4.38214683532715,2.92292189598083,13,20,93.8539733886719,38
"2020-01-31 08:35:30",4.3847770690918,2.91976499557495,13,20,92.9506301879883,38
"2020-01-31 08:35:40",4.38661813735962,2.92292189598083,13,20,94.4155120849609,38
"2020-01-31 08:35:50",4.38530302047729,2.91976499557495,13,20,93.1215286254883,38
"2020-01-31 08:36:00",4.38793325424194,2.92239570617676,13,20,94.5717620849609,38
"2020-01-31 08:36:10",4.38530302047729,2.92239570617676,13,20,90.2992248535156,38
"2020-01-31 08:36:20",4.38872194290161,2.91713500022888,13,20,94.1225433349609,38
"2020-01-31 08:36:30",4.38214683532715,2.91187477111816,13,20,92.7553176879883,38
"2020-01-31 08:36:40",4.38214683532715,2.91634583473206,13,20,92.6576614379883,38
"2020-01-31 08:36:50",4.38793325424194,2.91581988334656,13,20,92.2279739379883,38
"2020-01-31 08:37:00",4.39003705978394,2.9189760684967,13,20,94.6596527099609,38
"2020-01-31 08:37:10",4.38530302047729,2.91766095161438,13,20,91.2172088623047,38
"2020-01-31 08:37:20",4.38083171844482,2.91371583938599,13,20,95.93896484375,38
"2020-01-31 08:37:30",4.38530302047729,2.92423677444458,13,20,93.9613952636719,38
"2020-01-31 08:37:40",4.38661813735962,2.9255518913269,13,20,90.0062561035156,38
"2020-01-31 08:37:50",4.37820148468018,2.92029118537903,13,20,90.5677795410156,38
"2020-01-31 08:38:00",4.38661813735962,2.92292189598083,13,20,93.7319030761719,38
"2020-01-31 08:38:10",4.38793325424194,2.92239570617676,13,20,92.6185989379883,38
"2020-01-31 08:38:20",4.38740730285645,2.92423677444458,13,20,96.25634765625,38
"2020-01-31 08:38:30",4.38872194290161,2.92634105682373,13,20,93.0482864379883,38
"2020-01-31 08:38:40",4.38398790359497,2.91766095161438,13,20,89.9720764160156,38
"2020-01-31 08:38:50",4.38398790359497,2.92292189598083,13,20,89.6888732910156,38
"2020-01-31 08:39:00",4.38214683532715,2.92029118537903,13,20,91.7152786254883,38
"2020-01-31 08:39:10",4.37872743606567,2.91845011711121,13,20,94.2055511474609,38
"2020-01-31 08:39:20",4.38872194290161,2.92371082305908,13,20,93.5463562011719,38
"2020-01-31 08:39:30",4.39056348800659,2.92634105682373,13,20,93.7563171386719,38
"2020-01-31 08:39:40",4.38740730285645,2.92160677909851,13,20,94.1811370849609,38
"2020-01-31 08:39:50",4.39003705978394,2.92029118537903,13,20,94.0346374511719,38
"2020-01-31 08:40:00",4.38872194290161,2.91976499557495,13,20,93.0824661254883,38
"2020-01-31 08:40:10",4.38661813735962,2.91634583473206,13,20,93.1312942504883,38
"2020-01-31 08:40:20",4.38609218597412,2.92292189598083,13,20,92.6332473754883,38
"2020-01-31 08:40:30",4.38214683532715,2.92239570617676,13,20,93.3266067504883,38
"2020-01-31 08:40:40",4.38609218597412,2.92371082305908,13,20,93.0971145629883,38
"2020-01-31 08:40:50",4.38872194290161,2.91845011711121,13,20,91.3148651123047,38
"2020-01-31 08:41:00",4.39003705978394,2.92029118537903,13,20,93.1215286254883,38
"2020-01-31 08:41:10",4.38398790359497,2.9189760684967,13,20,93.4486999511719,38
"2020-01-31 08:41:20",4.38267278671265,2.92029118537903,13,20,92.9506301879883,38
"2020-01-31 08:41:30",4.38530302047729,2.92292189598083,13,20,91.4467010498047,38
"2020-01-31 08:41:40",4.38267278671265,2.91976499557495,13,20,91.7885208129883,38
"2020-01-31 08:41:50",4.38135766983032,2.9189760684967,13,20,92.5844192504883,38
"2020-01-31 08:42:00",4.38872194290161,2.91766095161438,13,20,94.8891448974609,38
"2020-01-31 08:42:10",4.38267278671265,2.92423677444458,13,20,93.9613952636719,38
"2020-01-31 08:42:20",4.38793325424194,2.92292189598083,13,20,93.5463562011719,38
"2020-01-31 08:42:30",4.38872194290161,2.91845011711121,13,20,91.1195526123047,38
"2020-01-31 08:42:40",4.38609218597412,2.92765593528748,13,20,94.8647308349609,38
"2020-01-31 08:42:50",4.38083171844482,2.91713500022888,13,20,91.6908645629883,38
"2020-01-31 08:43:00",4.38083171844482,2.91845011711121,13,20,91.8373489379883,38
"2020-01-31 08:43:10",4.38083171844482,2.92029118537903,13,20,91.1683807373047,38
"2020-01-31 08:43:20",4.38609218597412,2.92292189598083,13,20,93.5951843261719,38
"2020-01-31 08:43:30",4.39003705978394,2.92029118537903,13,20,91.5443572998047,38
"2020-01-31 08:43:40",4.38793325424194,2.91845011711121,13,20,94.0102233886719,38
"2020-01-31 08:43:50",4.38609218597412,2.91318964958191,13,20,92.6185989379883,38
"2020-01-31 08:44:00",4.38398790359497,2.91976499557495,13,20,93.7172546386719,38
"2020-01-31 08:44:10",4.38609218597412,2.92423677444458,13,20,91.1439666748047,38
"2020-01-31 08:44:20",4.38135766983032,2.92292189598083,13,20,94.6840667724609,38
"2020-01-31 08:44:30",4.38661813735962,2.92292189598083,13,20,93.8393249511719,38
"2020-01-31 08:44:40",4.39266729354858,2.91845011711121,13,20,91.4369354248047,38
"2020-01-31 08:44:50",4.38609218597412,2.92029118537903,13,20,93.4389343261719,38
"2020-01-31 08:45:00",4.38609218597412,2.91845011711121,13,20,93.3900833129883,38
"2020-01-31 08:45:10",4.39056348800659,2.91976499557495,13,20,92.6430130004883,38
"2020-01-31 08:45:20",4.38135766983032,2.92160677909851,13,20,93.5610046386719,38
"2020-01-31 08:45:30",4.38135766983032,2.91318964958191,13,20,92.7894973754883,38
"2020-01-31 08:45:40",4.38214683532715,2.91845011711121,13,20,95.2455902099609,38
"2020-01-31 08:45:50",4.38267278671265,2.91766095161438,13,20,94.5619964599609,38
"2020-01-31 08:46:00",4.38398790359497,2.91976499557495,13,20,93.3900833129883,38
"2020-01-31 08:46:10",4.38793325424194,2.91976499557495,13,20,96.18310546875,38
"2020-01-31 08:46:20",4.38083171844482,2.91845011711121,13,20,93.1459426879883,38
"2020-01-31 08:46:30",4.38872194290161,2.92239570617676,13,20,95.2309417724609,38
"2020-01-31 08:46:40",4.3847770690918,2.9255518913269,13,20,91.4222869873047,38
"2020-01-31 08:46:50",4.38267278671265,2.92371082305908,13,20,92.6185989379883,38
"2020-01-31 08:47:00",4.380042552948,2.91713500022888,13,20,91.9984817504883,38
"2020-01-31 08:47:10",4.38083171844482,2.91845011711121,13,20,90.6312561035156,38
"2020-01-31 08:47:20",4.3847770690918,2.92292189598083,13,20,93.4242630004883,38
"2020-01-31 08:47:30",4.38530302047729,2.9189760684967,13,20,95.0112152099609,38
"2020-01-31 08:47:40",4.38609218597412,2.92029118537903,13,20,92.4232864379883,38
"2020-01-31 08:47:50",4.38135766983032,2.91976499557495,13,20,92.7553176879883,38
"2020-01-31 08:48:00",4.38083171844482,2.92160677909851,13,20,91.3148651123047,38
"2020-01-31 08:48:10",4.3847770690918,2.91318964958191,13,20,89.5668029785156,38
"2020-01-31 08:48:20",4.38530302047729,2.92160677909851,13,20,91.6810989379883,38
"2020-01-31 08:48:30",4.38530302047729,2.9255518913269,13,20,90.0550842285156,38
"2020-01-31 08:48:40",4.380042552948,2.9189760684967,13,20,93.6928405761719,38
"2020-01-31 08:48:50",4.39056348800659,2.91976499557495,13,20,92.9506301879883,38
"2020-01-31 08:49:00",4.38214683532715,2.91976499557495,13,20,94.0248718261719,38
"2020-01-31 08:49:10",4.3847770690918,2.91845011711121,13,20,93.3266067504883,38
"2020-01-31 08:49:20",4.38267278671265,2.92765593528748,13,20,92.0570755004883,38
"2020-01-31 08:49:30",4.38609218597412,2.92818212509155,13,20,88.6634674072266,38
"2020-01-31 08:49:40",4.38135766983032,2.9189760684967,13,20,92.8627395629883,38
"2020-01-31 08:49:50",4.38530302047729,2.92292189598083,13,20,94.2787933349609,38
"2020-01-31 08:50:00",4.380042552948,2.92292189598083,13,20,92.9603958129883,38
"2020-01-31 08:50:10",4.3847770690918,2.91581988334656,13,20,94.4155120849609,38
"2020-01-31 08:50:20",4.38793325424194,2.92292189598083,13,20,91.3148651123047,38
"2020-01-31 08:50:30",4.38609218597412,2.92371082305908,13,20,95.5629730224609,38
"2020-01-31 08:50:40",4.3847770690918,2.92029118537903,13,20,91.3392791748047,38
"2020-01-31 08:50:50",4.38267278671265,2.92160677909851,13,20,93.5219421386719,38
"2020-01-31 08:51:00",4.38661813735962,2.91976499557495,13,20,91.1293182373047,38
"2020-01-31 08:51:10",4.39003705978394,2.91976499557495,13,20,91.9008255004883,38
"2020-01-31 08:51:20",4.39003705978394,2.91976499557495,13,20,89.4691467285156,38
"2020-01-31 08:51:30",4.38661813735962,2.91976499557495,13,20,92.6820755004883,38
"2020-01-31 08:51:40",4.38740730285645,2.91713500022888,13,20,93.6440124511719,38
"2020-01-31 08:51:50",4.38135766983032,2.9189760684967,13,20,93.1312942504883,38
